window_start,window_end,market_slug,open_price,close_price,token_ids
2026-05-10T09:10:00+00:00,2026-05-10T09:15:00+00:00,btc-updown-5m-1778404200,80863.28,,"[""89582268670843218214879582538071034614426151429931259573657954566494514911896"", ""17703088058890347209783012050896084526078995621102172706109922781461059004544""]"
2026-05-10T09:15:00+00:00,2026-05-10T09:20:00+00:00,btc-updown-5m-1778404500,80844.22,,"[""13217369202756304517197709777587275975470821617775907899833078058424312634030"", ""19040207551714486829551258867470741417078330142214023104813465377917448095779""]"
2026-05-10T09:20:00+00:00,2026-05-10T09:25:00+00:00,btc-updown-5m-1778404800,80838.67,,"[""22913750790220183301121490683248744012090476531577191637108739352885829486722"", ""42694933195081266163599439923545967627386343185451379059051877860424205379178""]"
2026-05-10T09:25:00+00:00,2026-05-10T09:30:00+00:00,btc-updown-5m-1778405100,80827.37,,"[""6805239796850857750092113048948782799110479854114405612048204672747152019060"", ""8768808321358642525606876516932992648497799456488743449432800342715562729749""]"
2026-05-10T09:30:00+00:00,2026-05-10T09:35:00+00:00,btc-updown-5m-1778405400,80820.03,,"[""71862916561291951487495932010311970128128026552016387379543019704405386088001"", ""6946706953913064402155599391334799113744298426185001853488509206930047404898""]"
2026-05-10T09:35:00+00:00,2026-05-10T09:40:00+00:00,btc-updown-5m-1778405700,80800.01,,"[""44435819289193528326809736323165769644217273622431166456537030275523886445455"", ""50935058121018669993854647499409085964222584813443504595536293402922794596122""]"
2026-05-10T09:40:00+00:00,2026-05-10T09:45:00+00:00,btc-updown-5m-1778406000,80784.19,,"[""92807700043870361329892827752680032473268687528138637654403625162309059481781"", ""26222779866146790088539287093635661635524199272305679845474336781209614477480""]"
2026-05-10T09:45:00+00:00,2026-05-10T09:50:00+00:00,btc-updown-5m-1778406300,80762.35,,"[""53842083108282091938356348080442157188998466039550488588754829154843310986046"", ""71435339780292393586611978061901410909747846408098139990211606878344756222609""]"
2026-05-10T09:50:00+00:00,2026-05-10T09:55:00+00:00,btc-updown-5m-1778406600,80799.8,,"[""20336191628406561388197260628408982937591308927188256577124141251909908397243"", ""26982691458628462911288105622238081997415713113502713219075297003973101593470""]"
2026-05-10T09:55:00+00:00,2026-05-10T10:00:00+00:00,btc-updown-5m-1778406900,80804.62,,"[""62544756855998976739132898022309639699397507792050478742071214043145211931429"", ""34769023852364920569863042061232999325759585628608582463276294075557931135743""]"
2026-05-10T10:00:00+00:00,2026-05-10T10:05:00+00:00,btc-updown-5m-1778407200,80807.95,,"[""32448502781749165916898867786346115620115513332107422582314383894196362994505"", ""82547670222911978661864488993847454624490318278047634478292944354926044696722""]"
2026-05-10T10:05:00+00:00,2026-05-10T10:10:00+00:00,btc-updown-5m-1778407500,80743.31,,"[""86893187130616808065056118076422282700424476327781825298075044201409637374276"", ""87272959348601736542029179334673232290628163910934870671425422911121113887399""]"
2026-05-10T10:10:00+00:00,2026-05-10T10:15:00+00:00,btc-updown-5m-1778407800,80824.73,,"[""63359782160743759736755562684094012868306694180323370687012978509853081584893"", ""78046092789840788105721982638652292320921466714490097009215098003560870876096""]"
2026-05-10T10:15:00+00:00,2026-05-10T10:20:00+00:00,btc-updown-5m-1778408100,80729.5,,"[""30155651092045906462420852860580973192358171118078724840032540299356103026333"", ""109764591625080707618896443144688469487983547168569790833183594928101456236484""]"
2026-05-10T10:20:00+00:00,2026-05-10T10:25:00+00:00,btc-updown-5m-1778408400,80729.0,,"[""16660399742847848138615362574231360787467282588880389239493950799379317213328"", ""1016095160512144893189056273016093703014627824309945282821289874603991298119""]"
2026-05-10T10:25:00+00:00,2026-05-10T10:30:00+00:00,btc-updown-5m-1778408700,80803.11,,"[""74483041558500112299270780917059951144866934772487999708002750555913995862917"", ""21943623557648750264157069101239176520490045889446094930813995831751035536885""]"
2026-05-10T10:30:00+00:00,2026-05-10T10:35:00+00:00,btc-updown-5m-1778409000,80813.57,,"[""104602579355226770283157770055328327216651470790339503057889641753186381083173"", ""77999308110208748466614012872261947510271594085780194220645607263047183103539""]"
2026-05-10T10:35:00+00:00,2026-05-10T10:40:00+00:00,btc-updown-5m-1778409300,80805.54,,"[""89540162987797345183879101346577620056620498064592271391198490733817204609147"", ""55575239321579660990443460991174829642333303295173653066130099258625652278128""]"
2026-05-10T10:40:00+00:00,2026-05-10T10:45:00+00:00,btc-updown-5m-1778409600,80805.51,,"[""77492274657078511233285767522965138552868462992499134147444273699986517304227"", ""77250074400481780278843186997734675455244436634780918000336361280252385875629""]"
2026-05-10T10:45:00+00:00,2026-05-10T10:50:00+00:00,btc-updown-5m-1778409900,80802.14,,"[""91056659743591635650072292326227292213721849624047430211738121301271238282775"", ""11051466968865686614499018745640114782750420202957159628737962922839740233607""]"
2026-05-10T10:50:00+00:00,2026-05-10T10:55:00+00:00,btc-updown-5m-1778410200,80803.3,,"[""32833785542495881433159558878055746264130926478422080966919084751655585230911"", ""109936532870798260141187275392054162696055713167923687934159608994476189204045""]"
2026-05-10T10:55:00+00:00,2026-05-10T11:00:00+00:00,btc-updown-5m-1778410500,80877.87,,"[""25026181071319756361155092651539737733102125119592484158346642215779453516406"", ""12394263569180003661354569323160760364706205336104490595154131370313236321308""]"
2026-05-10T11:00:00+00:00,2026-05-10T11:05:00+00:00,btc-updown-5m-1778410800,80873.79,,"[""63113997894982167901152582906556384769526174570295222823022852611585389291887"", ""12170471027553331389815913556757631828867510852699302714246858133048889791136""]"
2026-05-10T11:05:00+00:00,2026-05-10T11:10:00+00:00,btc-updown-5m-1778411100,80934.01,,"[""50530408308113287453021671897571446819626581543614409777862519676115570428710"", ""54655931403155437880441161688359883962915427732989559942497076850945983903543""]"
2026-05-10T11:10:00+00:00,2026-05-10T11:15:00+00:00,btc-updown-5m-1778411400,80886.25,,"[""90029770882809870283983300107537814032458055167289573772828998759717438126347"", ""22188035495638462982368499883773318690007883969880721182837789709118291751866""]"
2026-05-10T11:15:00+00:00,2026-05-10T11:20:00+00:00,btc-updown-5m-1778411700,80913.8,,"[""60451473606073307352649143476059629671555150755011838097149433673226701916193"", ""4449308985181892689116775773241973597025576455170458286148343008496722950838""]"
2026-05-10T11:20:00+00:00,2026-05-10T11:25:00+00:00,btc-updown-5m-1778412000,80865.28,,"[""22806134560744151419718510533704967668435789002303803287673949142529979518191"", ""53510731606771256214797041046917092239238000276212484563964466439171257150760""]"
2026-05-10T11:25:00+00:00,2026-05-10T11:30:00+00:00,btc-updown-5m-1778412300,80803.06,,"[""67346079918394941364432382019389798304467718494747549557141419658778024799177"", ""38249722382253919679239666272265618682009870769396154362952620849320545051838""]"
2026-05-10T11:30:00+00:00,2026-05-10T11:35:00+00:00,btc-updown-5m-1778412600,80812.87,,"[""106530658496053490098311302616479777511926512398310745364591368794877387813744"", ""23787909598592643120037876113648587799136737863115172949880476736410665054999""]"
2026-05-10T11:35:00+00:00,2026-05-10T11:40:00+00:00,btc-updown-5m-1778412900,80809.36,,"[""110693048102451536508542585513792104794916265438403874439178996096563670543857"", ""67780006879799388060687770424301313182597581824210286203775121256155899941599""]"
2026-05-10T11:40:00+00:00,2026-05-10T11:45:00+00:00,btc-updown-5m-1778413200,80812.87,,"[""29698931131291013119174661042580050777152115520485462907621107878074112510036"", ""32970023349310553306344894494432414365037531629180956724622207644435875454114""]"
2026-05-10T11:45:00+00:00,2026-05-10T11:50:00+00:00,btc-updown-5m-1778413500,80833.58,,"[""20507615260847597898457201819401283226923844857876959326216364227948470514423"", ""36301703323488404997792879044484155574874390603951134100702924527462509543811""]"
2026-05-10T11:50:00+00:00,2026-05-10T11:55:00+00:00,btc-updown-5m-1778413800,80820.01,,"[""76105527235512694262504522489705963053435016640039254628580977235447734175326"", ""6563164266764568610006144161093290239769824477089144603029588881720897397992""]"
2026-05-10T11:55:00+00:00,2026-05-10T12:00:00+00:00,btc-updown-5m-1778414100,80831.06,,"[""104657163115149775641768912097921693163335267526660620413186103099425916699262"", ""25180124594381898636185597437730810130572965288103689381329841385521864757058""]"
2026-05-10T12:00:00+00:00,2026-05-10T12:05:00+00:00,btc-updown-5m-1778414400,80821.22,,"[""99358464648944767461886159982980190427192098367666670883158739325998401375379"", ""47395206077137771365664025177498829061547124197297830470698448859275298663018""]"
2026-05-10T12:05:00+00:00,2026-05-10T12:10:00+00:00,btc-updown-5m-1778414700,80800.13,,"[""76309229630611368772030936813645024293308844841524802197455219214387083962816"", ""21473175669084804659078526790362588817469142573339419011611198330221988396371""]"
2026-05-10T12:10:00+00:00,2026-05-10T12:15:00+00:00,btc-updown-5m-1778415000,80818.83,,"[""44824719276790711630993049762277207773424666804216515069463872478179887681071"", ""59421978454604867990816846606250097467958449899777603331527779399751192643030""]"
2026-05-10T12:15:00+00:00,2026-05-10T12:20:00+00:00,btc-updown-5m-1778415300,80865.03,,"[""32337349140822035040728936074693605402363268019498282471607058397649600311247"", ""31605710561773959049689956799372524138921701832533469463641187372740810367817""]"
2026-05-10T12:20:00+00:00,2026-05-10T12:25:00+00:00,btc-updown-5m-1778415600,80852.91,,"[""52135532589947201863739833650107999766371584126232499201297606503615552941629"", ""18822045307747777093507540304494832508007123396221577365046891775130836831517""]"
2026-05-10T12:25:00+00:00,2026-05-10T12:30:00+00:00,btc-updown-5m-1778415900,80913.8,,"[""65280938700881719749804790429080618050749954395142741426010680600837471989622"", ""43983957661072376000760020511311666546601443283262754526380755967283206100917""]"
2026-05-10T12:30:00+00:00,2026-05-10T12:35:00+00:00,btc-updown-5m-1778416200,80927.32,,"[""109726909080629279069578713363207540391868076008749559469306208376324346814238"", ""6066895121184256396369352412337328717984463307342343525132655613337942275579""]"
2026-05-10T12:35:00+00:00,2026-05-10T12:40:00+00:00,btc-updown-5m-1778416500,80900.01,,"[""84109686336863501409626720302142455239308161623188747684536786722870527005626"", ""110730102656564467805255981722949629788627194582323449802983878674988853337732""]"
2026-05-10T12:40:00+00:00,2026-05-10T12:45:00+00:00,btc-updown-5m-1778416800,80925.51,,"[""58735139492678335845917146763137501659934543093252310922770435986106583044808"", ""115292415937239274143453454729306495273278769807141047480217502599940077975109""]"
2026-05-10T12:45:00+00:00,2026-05-10T12:50:00+00:00,btc-updown-5m-1778417100,80922.43,,"[""20756338797687104408705044060765450266570720856141666757956412676909402803029"", ""99189908587163617287894101321642483624950094194852491052123655146139983074552""]"
2026-05-10T12:50:00+00:00,2026-05-10T12:55:00+00:00,btc-updown-5m-1778417400,80915.07,,"[""70213705270051220028237410610735436349543929920715189445117080138066590815970"", ""97420484664164444817185318566784736800621505611853054664642252105179889676710""]"
2026-05-10T12:55:00+00:00,2026-05-10T13:00:00+00:00,btc-updown-5m-1778417700,80917.77,,"[""52890116085020334149121592502001618616055752171733583411263386850871886942677"", ""22448914941493492503982885753604620007126931392883318807362536472331131278641""]"
2026-05-10T13:00:00+00:00,2026-05-10T13:05:00+00:00,btc-updown-5m-1778418000,80927.72,,"[""17008126518370153868744550890562395476123895520436030308167552770908567021894"", ""28694276841799433384963159928861524533820521795622208262019600070159240344921""]"
2026-05-10T13:05:00+00:00,2026-05-10T13:10:00+00:00,btc-updown-5m-1778418300,80904.53,,"[""62515180361367031902922481526028006006269340337222189850235984737442580915699"", ""81210616074004527240819383615999894361633485896818142709077816841139150733362""]"
2026-05-10T13:10:00+00:00,2026-05-10T13:15:00+00:00,btc-updown-5m-1778418600,80913.8,,"[""22119208137297672162116012175433644548435357917257714010148553925512568498811"", ""88385871229994638348564150935033040331858906591739917466616448621387920136810""]"
2026-05-10T13:15:00+00:00,2026-05-10T13:20:00+00:00,btc-updown-5m-1778418900,80925.3,,"[""69808728329271802403573928285503849034200493315150040855910455067959792442281"", ""11409047411337547369906597023426531500316424679821068236133202251223557387511""]"
2026-05-10T13:20:00+00:00,2026-05-10T13:25:00+00:00,btc-updown-5m-1778419200,80939.84,,"[""72434595517876926271093742402528572613901415956919211299259201313844987473085"", ""29095192757613252923397607471175493809694936954022768799015834799614553173469""]"
2026-05-10T13:25:00+00:00,2026-05-10T13:30:00+00:00,btc-updown-5m-1778419500,80966.67,,"[""61438506213073274217099601934025375786226663488080158472390352196811577017984"", ""80428057939221783958617165558490815838239617260590565091086492814644037173139""]"
2026-05-10T13:30:00+00:00,2026-05-10T13:35:00+00:00,btc-updown-5m-1778419800,80974.29,,"[""48532884437758515628271866902346126837625140781816610596664298341576705429019"", ""109712573105504543228297115487225293646044880723680580398815298187738318214662""]"
2026-05-10T13:35:00+00:00,2026-05-10T13:40:00+00:00,btc-updown-5m-1778420100,80995.63,,"[""49423898294150629925758196486761731416263092961544257020098235300347194675622"", ""65412455839193556054728664327982448649767797392594039124229830083466561836094""]"
2026-05-10T13:40:00+00:00,2026-05-10T13:45:00+00:00,btc-updown-5m-1778420400,80952.9,,"[""86497235720911874876906813585691888135158047454211525224737794376663840230988"", ""31946441226549659018497103959070424150205612223055110955166879776312442180884""]"
2026-05-10T13:45:00+00:00,2026-05-10T13:50:00+00:00,btc-updown-5m-1778420700,80984.7,,"[""7569752696080546767158342329310936563530477470352515602361913816588320934745"", ""6605450379434804953582902175327658512224458021811963606306561109942839267383""]"
2026-05-10T13:50:00+00:00,2026-05-10T13:55:00+00:00,btc-updown-5m-1778421000,80961.78,,"[""94147683601099768265517340231623235687496937863703415999417824748463078781866"", ""27388569539050717561822148016136960170420700902689380581047500404258672817170""]"
2026-05-10T13:55:00+00:00,2026-05-10T14:00:00+00:00,btc-updown-5m-1778421300,80966.01,,"[""100123327167976027791833058833865644077869455512295975932436186234350962631934"", ""96295296044656611507332932935075830078462938166130864431893289748979428785624""]"
2026-05-10T14:00:00+00:00,2026-05-10T14:05:00+00:00,btc-updown-5m-1778421600,80961.87,,"[""112087445693719794345512466921014944599566477210810007724857804158040820162670"", ""11342148771699396700149883558924909891693025219903047751738334440241357627454""]"
2026-05-10T14:05:00+00:00,2026-05-10T14:10:00+00:00,btc-updown-5m-1778421900,80947.07,,"[""71583507841444983606214127526581106399635020450079041477550463972030785288320"", ""1076781717092665664565391673581157453276411726174919187095682414166610065130""]"
2026-05-10T14:10:00+00:00,2026-05-10T14:15:00+00:00,btc-updown-5m-1778422200,80939.7,,"[""10349188916228157001202625386273397572226582533801760238630421107461258997837"", ""31179377030334940167278095497890584723055430380290638189001854688113603128214""]"
2026-05-10T14:15:00+00:00,2026-05-10T14:20:00+00:00,btc-updown-5m-1778422500,80945.0,,"[""32543485455484130291354576121219965163959460094085653465095087413361150582105"", ""111996010381011899737340379234397539891082221454561514785204977165098203721972""]"
2026-05-10T14:20:00+00:00,2026-05-10T14:25:00+00:00,btc-updown-5m-1778422800,80919.9,,"[""52255271110155512983868094188397634403580724721407464810954523258507902598215"", ""62954238518353703581658613769690190701022812000355316698158390146335242253483""]"
2026-05-10T14:25:00+00:00,2026-05-10T14:30:00+00:00,btc-updown-5m-1778423100,80918.45,,"[""103833250741699420714038101326964409128314185202468284393611394896339200629314"", ""7531767464585526036744422905789782212313990254160210620089127823237050309562""]"
2026-05-10T14:30:00+00:00,2026-05-10T14:35:00+00:00,btc-updown-5m-1778423400,80915.77,,"[""115784246230914136383936016431670011364685628885962203702266558704262177572923"", ""48201050459215265070624838794819720859661854683171808414496088823818364655511""]"
2026-05-10T14:35:00+00:00,2026-05-10T14:40:00+00:00,btc-updown-5m-1778423700,80953.42,,"[""91616599641071217253913922759973145701962549841296579393183751203668107732111"", ""89033377882368987139851922979686001230412272990563423190957850960528152726223""]"
2026-05-10T14:40:00+00:00,2026-05-10T14:45:00+00:00,btc-updown-5m-1778424000,80947.62,,"[""55106271105439836935072323370559370461255612523181852250519546990429581207425"", ""95834971563246081061207433234880121334688427876108096324484876868158250758010""]"
2026-05-10T14:45:00+00:00,2026-05-10T14:50:00+00:00,btc-updown-5m-1778424300,80893.87,,"[""106684257159941716710108377269904742629201740814958803707332056307837890004967"", ""77492528300935685330477509267773939756634912985693374020153685355779105272639""]"
2026-05-10T14:50:00+00:00,2026-05-10T14:55:00+00:00,btc-updown-5m-1778424600,80831.0,,"[""12216520624917515701388276215068618806894564558888274438465323586088299064669"", ""34454781833699008689066803803166501219365760463388448763591696134171234596030""]"
2026-05-10T14:55:00+00:00,2026-05-10T15:00:00+00:00,btc-updown-5m-1778424900,80981.8,,"[""45620033443619425316820061877842450184173368493982180036437204833651561452299"", ""74147496993714098284909816850860225450850121876702914490427546190767236339548""]"
2026-05-10T15:00:00+00:00,2026-05-10T15:05:00+00:00,btc-updown-5m-1778425200,80986.62,,"[""82461628077830396367837036096580923144564368562396330357499575570577601015416"", ""30511273465954043872695578104150886716698997921781170071250299221102912981527""]"
2026-05-10T15:05:00+00:00,2026-05-10T15:10:00+00:00,btc-updown-5m-1778425500,81066.22,,"[""91070297056269056799220306651823622860897245764896921732318551849679663481858"", ""54420500489947929797638456316136812479652681420759192943400758229680610962273""]"
2026-05-10T15:10:00+00:00,2026-05-10T15:15:00+00:00,btc-updown-5m-1778425800,80953.8,,"[""8002124618723332114210260901916074712988486154644758269961826792783505838878"", ""41364682325936638829128488247749366284156488781127913269556994657166546586967""]"
2026-05-10T15:15:00+00:00,2026-05-10T15:20:00+00:00,btc-updown-5m-1778426100,81044.72,,"[""6141265958549484679387190487056204292318968571616842128004801490683217610782"", ""54409808838668307277948329081648420391769913186249578811001113195478616807739""]"
2026-05-10T15:20:00+00:00,2026-05-10T15:25:00+00:00,btc-updown-5m-1778426400,81011.14,,"[""67240448403087225838857514609394880870010215892154400579219891738387211063607"", ""73436500551656796378201041821771805961798615458248576926058627072010338279129""]"
2026-05-10T15:25:00+00:00,2026-05-10T15:30:00+00:00,btc-updown-5m-1778426700,80965.68,,"[""58613229556118286620326923113495579868913184431026235783932658424604957903924"", ""72904784603569163382195701960716771401107764548855653344086280560369893205529""]"
2026-05-10T15:30:00+00:00,2026-05-10T15:35:00+00:00,btc-updown-5m-1778427000,80954.79,,"[""63939275493598298836731221452491744778677619486564553712121636512073322181634"", ""52812237444878719781431861720849781755428633964605328198317782564899721125763""]"
2026-05-10T15:35:00+00:00,2026-05-10T15:40:00+00:00,btc-updown-5m-1778427300,80989.99,,"[""106302474383013623845430335582876901057664381290092505378623624704619044851910"", ""52862408067367306440577580768309815452604247084474328614032406705715569357664""]"
2026-05-10T15:40:00+00:00,2026-05-10T15:45:00+00:00,btc-updown-5m-1778427600,81097.21,,"[""53603597117293855443402011657136907829679708160131698834243733220308644408108"", ""93340979489569617884404041095950141727892021870696438088438991836071634271244""]"
2026-05-10T15:45:00+00:00,2026-05-10T15:50:00+00:00,btc-updown-5m-1778427900,81145.6,,"[""30481361328024423116679286241198079589081901139675112158311498100652132196917"", ""78193027098627360395561012286072235646287253709414298432091229939455529236859""]"
2026-05-10T15:50:00+00:00,2026-05-10T15:55:00+00:00,btc-updown-5m-1778428200,81343.38,,"[""72587332782677744428399907907817644908352661157771062645058399183040385821013"", ""39550407116416878243059735330860221597712737539313451805329690589660270375831""]"
2026-05-10T15:55:00+00:00,2026-05-10T16:00:00+00:00,btc-updown-5m-1778428500,81347.19,,"[""71424914411975416238416159175420975182157096800973755861900700252792531039734"", ""91433260308162714978703521866895275268079332168169718739114790729517821454300""]"
2026-05-10T16:00:00+00:00,2026-05-10T16:05:00+00:00,btc-updown-5m-1778428800,81445.2,,"[""12791557951837457956695947953425397371990286068535638163336430752613110564762"", ""58169284925488616925807080719664576960313225468132645474862585281959497290968""]"
2026-05-10T16:05:00+00:00,2026-05-10T16:10:00+00:00,btc-updown-5m-1778429100,81423.35,,"[""94662753492172811451606994821530424130894212984716324417632719421996974932210"", ""109077786460542105756269554616242747714019396779612430489788535195522349427769""]"
2026-05-10T16:10:00+00:00,2026-05-10T16:15:00+00:00,btc-updown-5m-1778429400,81465.99,,"[""81365745377973136229141844405499288732508321525610356097354539671244213556352"", ""87700959673311343519414527928337219781950632203201323617416891866079096507289""]"
2026-05-10T16:15:00+00:00,2026-05-10T16:20:00+00:00,btc-updown-5m-1778429700,81483.35,,"[""47541958894193732212852101274912658969155874289269827224373692024414199631516"", ""67524320441855532972222429137830463909104759625662900417448999048226121336918""]"
2026-05-10T16:20:00+00:00,2026-05-10T16:25:00+00:00,btc-updown-5m-1778430000,81362.17,,"[""111774640812075863749899408278051745422448827989769860130652588713791730956523"", ""96491056817868253547094967160391628180589337509498288256489801661133662977561""]"
2026-05-10T16:25:00+00:00,2026-05-10T16:30:00+00:00,btc-updown-5m-1778430300,81287.13,,"[""104919118181320126990788738834710951298158129254873033583688405611896093044278"", ""79693153134532296710147184904413661520488195978944895664674312793704419852391""]"
2026-05-10T16:30:00+00:00,2026-05-10T16:35:00+00:00,btc-updown-5m-1778430600,81263.99,,"[""20691074924086659748356196042869889963144315528123976351307491566480156294822"", ""60705974264571074464162989122031106618815097806122370257309713419501256410739""]"
2026-05-10T16:35:00+00:00,2026-05-10T16:40:00+00:00,btc-updown-5m-1778430900,81238.37,,"[""12104072802948943130163361671597425676140250350926939164167239686788665452841"", ""495030026770833685796565554031227865938635243756615820992036060292135373566""]"
2026-05-10T16:40:00+00:00,2026-05-10T16:45:00+00:00,btc-updown-5m-1778431200,81304.61,,"[""38250452667499816657208419925466986470056965001390581730770786104343841826152"", ""49782733274526634727816198879893536993497902869613856210891418787228059677657""]"
2026-05-10T16:45:00+00:00,2026-05-10T16:50:00+00:00,btc-updown-5m-1778431500,81247.63,,"[""14956247928612772506526960210603056412295485206716518661752626552132854785646"", ""76770193338098099023665561753578073327990804392029630013427229946134587040558""]"
2026-05-10T16:50:00+00:00,2026-05-10T16:55:00+00:00,btc-updown-5m-1778431800,81321.53,,"[""56102215898292471636311420970540332288037422483609064381741242391939922406201"", ""47025930444140181911496746902019080633959190363269969715995938979287625974981""]"
2026-05-10T16:55:00+00:00,2026-05-10T17:00:00+00:00,btc-updown-5m-1778432100,81349.89,,"[""12399224361272566078354398610751107480268310084837066141363818813530310657867"", ""70208357326576931563903556529880090582075295040501916744558659094839003305722""]"
2026-05-10T17:00:00+00:00,2026-05-10T17:05:00+00:00,btc-updown-5m-1778432400,81378.25,,"[""91050530180317976309524283428196162939941956556382378302694418171380878497565"", ""86650237499766447905413015216273124184336592121406108125149196937567995800874""]"
2026-05-10T17:05:00+00:00,2026-05-10T17:10:00+00:00,btc-updown-5m-1778432700,81391.23,,"[""103172004463962676438025170336327166660665927976775483941481395930786398113246"", ""59701021851993413581064930686126999889187841905051515841056444157741367964331""]"
2026-05-10T17:10:00+00:00,2026-05-10T17:15:00+00:00,btc-updown-5m-1778433000,81244.38,,"[""4281544567363500842061339957892540114847145998059884507549685346017572055539"", ""115001122740257097314215978279637431084984157258038996728834399365419579523858""]"
2026-05-10T17:15:00+00:00,2026-05-10T17:20:00+00:00,btc-updown-5m-1778433300,81340.61,,"[""102576967888079668157395801026071785299957769359147267454003799899943556524369"", ""52722788955128855753534895577623454566371397391782978581782494707094647646594""]"
2026-05-10T17:20:00+00:00,2026-05-10T17:25:00+00:00,btc-updown-5m-1778433600,81349.74,,"[""8374576487006223244151548417913698522532033827360392361626807404469960416546"", ""88655417456159490958032353893058968026869270175950857698539311599155857742487""]"
2026-05-10T17:25:00+00:00,2026-05-10T17:30:00+00:00,btc-updown-5m-1778433900,81400.12,,"[""65980520677991153910537705883761176597959498825687275952339577634592856300255"", ""113604212231898144241728753839279616295374359231922625000243599822919475407922""]"
2026-05-10T17:30:00+00:00,2026-05-10T17:35:00+00:00,btc-updown-5m-1778434200,81386.0,,"[""6758517524526226704257009091271105257971123825534609707818612755223549419332"", ""63832332831700093664374023837397948064262986390878275776973768227784685278025""]"
2026-05-10T17:35:00+00:00,2026-05-10T17:40:00+00:00,btc-updown-5m-1778434500,81328.81,,"[""34877499136254938457806589810499479553408635480766993117961176970746936284068"", ""51329091653142079153851041730863230272588200021954505942204138993737054305774""]"
2026-05-10T17:40:00+00:00,2026-05-10T17:45:00+00:00,btc-updown-5m-1778434800,81291.01,,"[""49431261346203028246202010482518532265630804244108133976366158626233592988886"", ""66461393017246272494572417351359578683194491714176116317335192180190256365020""]"
2026-05-10T17:45:00+00:00,2026-05-10T17:50:00+00:00,btc-updown-5m-1778435100,81381.31,,"[""46153682397132726147849194354304752092169178343652129597748018727267746458603"", ""70656247527466519308028052952994199951701412997771459000381194841640579401033""]"
2026-05-10T17:50:00+00:00,2026-05-10T17:55:00+00:00,btc-updown-5m-1778435400,81370.7,,"[""21568253399193688783527993652165152935515233719520350605790341797101644489868"", ""7754545773366726697060971636182495707455904394151004816527259337164857711577""]"
2026-05-10T17:55:00+00:00,2026-05-10T18:00:00+00:00,btc-updown-5m-1778435700,81499.19,,"[""71662451155267865433059000538014666080804863784236786215953087325133651461905"", ""74163334921057314765599871440063251739451310726468555253337900209016511093484""]"
2026-05-10T18:00:00+00:00,2026-05-10T18:05:00+00:00,btc-updown-5m-1778436000,81486.08,,"[""43521971783176661054399688617241335687914840148999123828335614122973859628591"", ""12152656922059690818382792652456385824307445319451148905465316345812943723786""]"
2026-05-10T18:05:00+00:00,2026-05-10T18:10:00+00:00,btc-updown-5m-1778436300,81476.41,,"[""56301453974307804023044067717624606972943835665622905768945250447978623679525"", ""83644144676456370332508900195798333728136347913947233948475318097812439545215""]"
2026-05-10T18:10:00+00:00,2026-05-10T18:15:00+00:00,btc-updown-5m-1778436600,81413.99,,"[""99912367080417141962575556177584027422088241408466225883446734808598430142271"", ""44502461508331536224409962436922628719539099545782443023287686223208079096668""]"
2026-05-10T18:15:00+00:00,2026-05-10T18:20:00+00:00,btc-updown-5m-1778436900,81451.98,,"[""98373965956357721804324374150901594902839218002724514980743198480810259504209"", ""27387160180541912755099120189548065020022930478627674088209067351174798004946""]"
2026-05-10T18:20:00+00:00,2026-05-10T18:25:00+00:00,btc-updown-5m-1778437200,81334.33,,"[""92184295639292567888405520204037747425697579179538277460772782729227888416610"", ""44425631772103715056194748270884656109020628247660178611335529600962321240200""]"
2026-05-10T18:25:00+00:00,2026-05-10T18:30:00+00:00,btc-updown-5m-1778437500,81390.59,,"[""8751815996091357425211142668950500723086745264450132055764420335041731127500"", ""104136993044932774711518814512189675171394958409873626821790858625613061218707""]"
2026-05-10T18:30:00+00:00,2026-05-10T18:35:00+00:00,btc-updown-5m-1778437800,81355.27,,"[""22348515869544021427302858736570681712783250167349560677675021456562981562805"", ""103038920755552783327607445660667497459413213638270656974833433209881093708272""]"
2026-05-10T18:35:00+00:00,2026-05-10T18:40:00+00:00,btc-updown-5m-1778438100,81348.01,,"[""6416570199701298385750666463635459408738443852855187718044840278960107932723"", ""79053405726287331950985174985316045697122973755701957073198501873407966804108""]"
2026-05-10T18:40:00+00:00,2026-05-10T18:45:00+00:00,btc-updown-5m-1778438400,81313.08,,"[""108985380188876683161809311656952024017241895706685695609731068354709727693242"", ""69537221836970627174769815008222228085132482096218833608685983094421826970506""]"
2026-05-10T18:45:00+00:00,2026-05-10T18:50:00+00:00,btc-updown-5m-1778438700,81259.58,,"[""83937898205955277473974594445787400157769793068679424311324204524802818088118"", ""87076454750518381983755455193029709725348909529138345890475819364714370139888""]"
2026-05-10T18:50:00+00:00,2026-05-10T18:55:00+00:00,btc-updown-5m-1778439000,81284.1,,"[""80614493690831217227007815751933308981024880165597813173531316514261215909030"", ""85827624506665150643627265617368672702698337247943641916998687137531423231354""]"
2026-05-10T18:55:00+00:00,2026-05-10T19:00:00+00:00,btc-updown-5m-1778439300,81285.81,,"[""29463435236728593703667200727186231402613064713690305247190044958382389575938"", ""79630709633376989534769816679890776722472541660237135881105167214029237010728""]"
2026-05-10T19:00:00+00:00,2026-05-10T19:05:00+00:00,btc-updown-5m-1778439600,81271.95,,"[""34641303083884454988873005150638506536354535200652079347063274989956153192309"", ""31099569022252631916098395604176647625002910713692207049575436987083869802938""]"
