window_start,window_end,market_slug,open_price,close_price,token_ids
2026-06-02T21:20:00+00:00,2026-06-02T21:25:00+00:00,btc-updown-5m-1780435200,67690.0,,"[""103385504498292986074936836068269815444634544675165101027568802556150240139262"", ""106560745310010719088774439146348655609612717081604831489004587493668319562294""]"
2026-06-02T21:25:00+00:00,2026-06-02T21:30:00+00:00,btc-updown-5m-1780435500,67764.01,,"[""102954023668594876937214851367009441163504230879158431401940134425237073425647"", ""42576690014424396857798059428790399562170640556190281242327858976044661292840""]"
2026-06-02T21:30:00+00:00,2026-06-02T21:35:00+00:00,btc-updown-5m-1780435800,67892.0,,"[""11476310152707160697889476223098473434868479744013933529825109631393148251649"", ""11153343919211779058221234510584144930784093933223317605204445571415633550526""]"
2026-06-02T21:35:00+00:00,2026-06-02T21:40:00+00:00,btc-updown-5m-1780435800,67899.61,,"[""11476310152707160697889476223098473434868479744013933529825109631393148251649"", ""11153343919211779058221234510584144930784093933223317605204445571415633550526""]"
2026-06-02T21:40:00+00:00,2026-06-02T21:45:00+00:00,btc-updown-5m-1780436400,67800.0,,"[""108208459827273092654060145867548937513397052987652945065777569477385529986286"", ""73213586640040126128113628638498422793304975043097331506809362115431851215790""]"
2026-06-02T21:45:00+00:00,2026-06-02T21:50:00+00:00,,67732.0,,[]
2026-06-02T21:50:00+00:00,2026-06-02T21:55:00+00:00,btc-updown-5m-1780437000,67609.02,,"[""106790887257548580973514540928392108924495785501333516281167466931703405242685"", ""1311668552638842966143566947308691783439718302116761688987585304120705334254""]"
2026-06-02T21:55:00+00:00,2026-06-02T22:00:00+00:00,,67524.21,,[]
2026-06-02T22:00:00+00:00,2026-06-02T22:05:00+00:00,btc-updown-5m-1780437600,67554.0,,"[""29461472652230847254558557059254230189478666169466091562565742043028762197586"", ""89948207043568734501918885491070511456094797326511648647581552316041587545787""]"
2026-06-02T22:05:00+00:00,2026-06-02T22:10:00+00:00,btc-updown-5m-1780437900,67370.0,,"[""7540303030137138297757564394148785291810672150329302579915574919161453070398"", ""52427517983237519017477849670741282631949726243423855392254436924765473883736""]"
2026-06-02T22:10:00+00:00,2026-06-02T22:15:00+00:00,btc-updown-5m-1780438200,67363.99,,"[""84746894626856230784168665171502171230998735718972297060331951435732696885265"", ""89517654919532554757391809109385024815594014237486114826563494998352071631750""]"
2026-06-02T22:15:00+00:00,2026-06-02T22:20:00+00:00,btc-updown-5m-1780438500,67219.56,,"[""32346891500761386388313287180642849310439940837868758674508394214345432182408"", ""40397303399855868997555975905961892484593705742709437729241517487112037221734""]"
2026-06-02T22:20:00+00:00,2026-06-02T22:25:00+00:00,,67046.01,,[]
2026-06-02T22:25:00+00:00,2026-06-02T22:30:00+00:00,btc-updown-5m-1780439100,67378.0,,"[""42743308538621550563647832527184463950391918218949603742916162274424974771054"", ""106599870023097928517564219582275991830940262929519558610375386118742931066221""]"
2026-06-02T22:30:00+00:00,2026-06-02T22:35:00+00:00,,67294.0,,[]
2026-06-02T22:35:00+00:00,2026-06-02T22:40:00+00:00,btc-updown-5m-1780439700,67057.01,,"[""110383090212806085800406314646958945014153154270263251272877104174162943905823"", ""114959560319513812893478645264031747594544358543818830091224693269448687964779""]"
2026-06-02T22:40:00+00:00,2026-06-02T22:45:00+00:00,btc-updown-5m-1780440000,66928.0,,"[""103843065883720654196220228150366086562183181770816191667749031289038537303785"", ""10498598392200721673176817767305562766219125769785570797531228861031696322935""]"
2026-06-02T22:45:00+00:00,2026-06-02T22:50:00+00:00,btc-updown-5m-1780440300,66948.01,,"[""87306422119225106818537953941205618503117027881539127978379675754476654471271"", ""46954727469666841904289901576094248271311788977918908591015401436874595084112""]"
2026-06-02T22:50:00+00:00,2026-06-02T22:55:00+00:00,btc-updown-5m-1780440600,66784.0,,"[""103878794726119818474527462542179287344001572566500807525797599569295169300555"", ""24361804572642097692673562590286399362420112510778441153351521134224976799339""]"
2026-06-02T22:55:00+00:00,2026-06-02T23:00:00+00:00,btc-updown-5m-1780440900,66586.38,,"[""71337588286406063016014406725546193031800672141127837022508847826788572641135"", ""93004063568957455891578290407289192279474493232609613308721796574750582769290""]"
2026-06-02T23:00:00+00:00,2026-06-02T23:05:00+00:00,btc-updown-5m-1780441200,66408.0,,"[""30066392810376447540183049762837906055348113472400965347360020704142116720900"", ""46786929477645558207035731824609173204831277873579413124053586307541694131348""]"
2026-06-02T23:05:00+00:00,2026-06-02T23:10:00+00:00,btc-updown-5m-1780441500,66349.57,,"[""31422635070817478078906070714791401811854370379754473443257932786135642948593"", ""64899663784071359668493580799291121905329626183961083778835774264377457607067""]"
2026-06-02T23:10:00+00:00,2026-06-02T23:15:00+00:00,btc-updown-5m-1780441800,66472.01,,"[""91576557075387182671842041135261307844297306986379673431985372136120784588593"", ""76958948345599183654270770558885091465803624188405512868978683702830044771875""]"
2026-06-02T23:15:00+00:00,2026-06-02T23:20:00+00:00,btc-updown-5m-1780442100,66691.99,,"[""91268925453861046702991976171461174490298057597118740408420798268651416293756"", ""18470152847646965191067266149739735562625477865459929552596446549009472985735""]"
2026-06-02T23:20:00+00:00,2026-06-02T23:25:00+00:00,btc-updown-5m-1780442400,66520.01,,"[""15393059271017501637351467745307998506985846431857016501828320684492305709559"", ""102662713692872949973796430218388080004226781410790076597144952762468711851464""]"
2026-06-02T23:25:00+00:00,2026-06-02T23:30:00+00:00,btc-updown-5m-1780442400,66446.01,,"[""15393059271017501637351467745307998506985846431857016501828320684492305709559"", ""102662713692872949973796430218388080004226781410790076597144952762468711851464""]"
2026-06-02T23:30:00+00:00,2026-06-02T23:35:00+00:00,btc-updown-5m-1780443000,66452.73,,"[""51116664735896828463815062384134763450682085062820475352315275430112816897860"", ""11276720139445077910900267661363378842013204250564932959155029200360264417064""]"
2026-06-02T23:35:00+00:00,2026-06-02T23:40:00+00:00,btc-updown-5m-1780443300,66548.01,,"[""33400477554530298371551669097315896176042336907651525148739076624271162744010"", ""108766464045158851033094825233282983322220806547372848148359268939400324110726""]"
2026-06-02T23:40:00+00:00,2026-06-02T23:45:00+00:00,btc-updown-5m-1780443600,66546.01,,"[""10175342791817309258770394475733639505467254466448157547179424612734650897222"", ""58012391121762537769473926017340453323490921290009323092598070278752797080712""]"
2026-06-02T23:45:00+00:00,2026-06-02T23:50:00+00:00,btc-updown-5m-1780443900,66684.0,,"[""15505195659134547100606267527253790785807643549800126758309548855026940682113"", ""84298000433634254531725955285417437439518949614676422610733416735100632611360""]"
2026-06-02T23:50:00+00:00,2026-06-02T23:55:00+00:00,btc-updown-5m-1780444200,66768.97,,"[""40052049191685847995523506420329217985712821224563933502646092420983794483804"", ""2396073852138138650040885598936860808582745787592725480586647986397158517089""]"
2026-06-02T23:55:00+00:00,2026-06-03T00:00:00+00:00,btc-updown-5m-1780444500,66785.99,,"[""45851110500954804992841481031944280723668071866106654282639484365808227402377"", ""68315477081575317890292782558370677216704699857408645662847686532230430715662""]"
2026-06-03T00:00:00+00:00,2026-06-03T00:05:00+00:00,btc-updown-5m-1780444800,66769.26,,"[""59185871599258772020466712490348080091939084837590229669787959952553361325087"", ""69959703299360378276946937519628215180314671113762218190501926483937694133844""]"
2026-06-03T00:05:00+00:00,2026-06-03T00:10:00+00:00,btc-updown-5m-1780445100,66751.5,,"[""84132462096695230311507703857879099145912297921099087022162139206771644933467"", ""103833479174152749026892757571489764805830608349173335194915120927242715357256""]"
2026-06-03T00:10:00+00:00,2026-06-03T00:15:00+00:00,btc-updown-5m-1780445400,66836.01,,"[""19347524638455395756415772019385347413358351532795630163385565926871433253306"", ""73260703524937316523128481560800342040638532987635058624572172406896285992757""]"
2026-06-03T00:15:00+00:00,2026-06-03T00:20:00+00:00,btc-updown-5m-1780445700,66835.39,,"[""36356898483418864143582121461676864968426580141647336972879305507087996317717"", ""77197623621684952194870611997100365104453812171375631713507464241917579288736""]"
2026-06-03T00:20:00+00:00,2026-06-03T00:25:00+00:00,btc-updown-5m-1780446000,67085.72,,"[""38220926906516950002189336320046657058442813075022788808361608907920581643673"", ""112257415125466431518669527034631787195451597654199678365199718227924162288627""]"
2026-06-03T00:25:00+00:00,2026-06-03T00:30:00+00:00,btc-updown-5m-1780446000,66887.99,,"[""38220926906516950002189336320046657058442813075022788808361608907920581643673"", ""112257415125466431518669527034631787195451597654199678365199718227924162288627""]"
2026-06-03T00:30:00+00:00,2026-06-03T00:35:00+00:00,btc-updown-5m-1780446600,66776.34,,"[""1465229994735314497893824038479148996859426601158547058299288474893940631681"", ""112710112228645646628309582518550222115251544295628289029144059441505244413347""]"
2026-06-03T00:35:00+00:00,2026-06-03T00:40:00+00:00,btc-updown-5m-1780446300,67039.99,,"[""62087256212595448841373923075234215075669019308841896315368398639030641567517"", ""51394531681970174141062070664011089335160537598952653144845292568588003880370""]"
2026-06-03T00:40:00+00:00,2026-06-03T00:45:00+00:00,btc-updown-5m-1780447200,67049.42,,"[""109088665152572937328125586671778328681818559573361663799939725401691373573383"", ""73283253484371566625775572618750379207176543961016649672921088159890819032972""]"
2026-06-03T00:45:00+00:00,2026-06-03T00:50:00+00:00,,67068.0,,[]
2026-06-03T00:50:00+00:00,2026-06-03T00:55:00+00:00,btc-updown-5m-1780447800,66996.0,,"[""46500854947833550277002394686172005694338507912459881225724846885951702648238"", ""14317226363027847142091920934446673929087073578252134041857852481015721519384""]"
2026-06-03T00:55:00+00:00,2026-06-03T01:00:00+00:00,,67025.59,,[]
2026-06-03T01:00:00+00:00,2026-06-03T01:05:00+00:00,btc-updown-5m-1780448400,66946.0,,"[""28293237290759899655310768181186041645124197642641603532857546053880988052380"", ""101010742710049954764342007277812812031608689455246901634300288330639107270316""]"
2026-06-03T01:05:00+00:00,2026-06-03T01:10:00+00:00,,66926.0,,[]
2026-06-03T01:10:00+00:00,2026-06-03T01:15:00+00:00,btc-updown-5m-1780449000,66837.99,,"[""115540542648347648052286908264592280093444726542500007490767697541351596054233"", ""64812771660238176295085400784478591483241625694295406382947930729566496169134""]"
2026-06-03T01:15:00+00:00,2026-06-03T01:20:00+00:00,btc-updown-5m-1780449300,66826.01,,"[""107819823782244481581021703692907584465800293272795900957818093586675165189399"", ""80983044313618622190095965275894519762600512137876308124020254942184236975970""]"
2026-06-03T01:20:00+00:00,2026-06-03T01:25:00+00:00,btc-updown-5m-1780449600,66878.0,,"[""113852165589275178956868320342453395701722750383529927788231977480036529695171"", ""88422884019749660968907848194423321444035141485182327659840152888401102066192""]"
2026-06-03T01:25:00+00:00,2026-06-03T01:30:00+00:00,btc-updown-5m-1780449900,66942.95,,"[""89444187636772081936954393214539542497580112614914658823211296083551680524359"", ""112191922017897454654235494389989520667810859057315419653707643719004649336228""]"
2026-06-03T01:30:00+00:00,2026-06-03T01:35:00+00:00,btc-updown-5m-1780450200,67023.7,,"[""24680411430714543012582949440740698512415500369501381816129261326299226409971"", ""95059457539269679937678622892387173921986010560836879565183351802005233877925""]"
2026-06-03T01:35:00+00:00,2026-06-03T01:40:00+00:00,btc-updown-5m-1780450500,66902.0,,"[""71691137564002531985038504234879201503567739220549816938979128290328481984976"", ""106090008619882224322722018235625031719565186164607046084165070800089708195137""]"
2026-06-03T01:40:00+00:00,2026-06-03T01:45:00+00:00,btc-updown-5m-1780450800,66633.4,,"[""84344351594970027563358451933722219435473896988170993625662110910797618713650"", ""54388863327337800482818631771022232989682213178915073323150641861170807214792""]"
2026-06-03T01:45:00+00:00,2026-06-03T01:50:00+00:00,btc-updown-5m-1780451100,66511.99,,"[""85727451274242193030677209483503272598105649318149910843286520662807558445492"", ""85470043081657908056837238166058982148915782238617054473315850849679950279206""]"
2026-06-03T01:50:00+00:00,2026-06-03T01:55:00+00:00,btc-updown-5m-1780451400,66624.0,,"[""55595996465227168575856217651406756788696969812595356680134173707241238005726"", ""115509982107727752976620987429667789693201408377260571473796820223274190884820""]"
2026-06-03T01:55:00+00:00,2026-06-03T02:00:00+00:00,btc-updown-5m-1780451700,66992.77,,"[""40855220225905891384589410106109590357665109854159602790061976755956109116037"", ""30282658198026442590337808608567577913261429562150781931518592888991478037505""]"
2026-06-03T02:00:00+00:00,2026-06-03T02:05:00+00:00,btc-updown-5m-1780451700,66920.0,,"[""40855220225905891384589410106109590357665109854159602790061976755956109116037"", ""30282658198026442590337808608567577913261429562150781931518592888991478037505""]"
2026-06-03T02:05:00+00:00,2026-06-03T02:10:00+00:00,btc-updown-5m-1780452300,66880.01,,"[""27260876706863564770024727624012168310998391153590022720087773334027087121476"", ""23400923470275392662901656585327041045826125036682111056062781908612661878337""]"
2026-06-03T02:10:00+00:00,2026-06-03T02:15:00+00:00,btc-updown-5m-1780452600,66893.25,,"[""112513690399717754316183002960745816328896133198913702437783350585877301128826"", ""55234233664447805287850833774971502572585912628851122081863142179264605294815""]"
2026-06-03T02:15:00+00:00,2026-06-03T02:20:00+00:00,btc-updown-5m-1780452900,66820.23,,"[""1411515632354410114486529454246330065647754732510098754504274245815297901374"", ""58097405051195658225976761442518820404373986183494715694683413262134564761015""]"
2026-06-03T02:20:00+00:00,2026-06-03T02:25:00+00:00,btc-updown-5m-1780453200,66918.22,,"[""20568337824213299197904767302083806459389584894946684209724601857524031834454"", ""113412612622707415035196519175109166650902924016716135995930556676648158995388""]"
2026-06-03T02:25:00+00:00,2026-06-03T02:30:00+00:00,btc-updown-5m-1780453500,66680.02,,"[""104618365484500559139169820273008977327410667883046020037039645521863090368279"", ""108026683705435507521425149897046698662661563829259239781235147850092304124232""]"
2026-06-03T02:30:00+00:00,2026-06-03T02:35:00+00:00,btc-updown-5m-1780453800,66657.51,,"[""104128107253461878820428126687284657683722414262347469523397960841429236469234"", ""51306825073987865656909424882013002905254154620738296074436246817914004847048""]"
2026-06-03T02:35:00+00:00,2026-06-03T02:40:00+00:00,btc-updown-5m-1780454100,66689.04,,"[""52858963991156859394036500465858168717913604346860685368998611960954780781666"", ""23773792887652651921303773626461462517815270267852080373620154413667247009553""]"
2026-06-03T02:40:00+00:00,2026-06-03T02:45:00+00:00,,66817.64,,[]
2026-06-03T02:45:00+00:00,2026-06-03T02:50:00+00:00,btc-updown-5m-1780454700,66742.01,,"[""86667589848829500930043529654509970020074154877056462999854381138613525947082"", ""32136491120065660384330531594466257567797041911474543220019221792004912169735""]"
2026-06-03T02:50:00+00:00,2026-06-03T02:55:00+00:00,btc-updown-5m-1780455000,66765.67,,"[""85663065562056255250534933889917475604468297846086408088729979371201144424035"", ""79088736718891314617211862650626750797117220174280047208309722918019658573309""]"
2026-06-03T02:55:00+00:00,2026-06-03T03:00:00+00:00,btc-updown-5m-1780455300,66700.01,,"[""115221605547276959852444263857114048447303151200562648726349190515479076245743"", ""24012381384873324555156758427427060339767833227483385304028807699105443715348""]"
2026-06-03T03:00:00+00:00,2026-06-03T03:05:00+00:00,btc-updown-5m-1780455600,66615.57,,"[""85909134328117664635659811120846100306911424368780180576496746361636464455224"", ""43653957935023023666937706983997532421027373016791117390902267570374204793199""]"
2026-06-03T03:05:00+00:00,2026-06-03T03:10:00+00:00,,66610.0,,[]
2026-06-03T03:10:00+00:00,2026-06-03T03:15:00+00:00,btc-updown-5m-1780456200,66428.0,,"[""12133600374039693935720161686812413824017351760694534640303053071582462502659"", ""82888387879572023212351406553963612254823861529984504647311889292374950135426""]"
2026-06-03T03:15:00+00:00,2026-06-03T03:20:00+00:00,,66521.24,,[]
2026-06-03T03:20:00+00:00,2026-06-03T03:25:00+00:00,btc-updown-5m-1780456800,66396.0,,"[""9742700091930228324550829892371313630243121926599471384212244360706422896864"", ""74805275689463696608113658268487043548663822191786992039375934920322967257688""]"
2026-06-03T03:25:00+00:00,2026-06-03T03:30:00+00:00,,66430.34,,[]
2026-06-03T03:30:00+00:00,2026-06-03T03:35:00+00:00,btc-updown-5m-1780457400,66151.99,,"[""12454700926180621917490361416203145312809555922054847233093709003264962334443"", ""98434137219748939012592355010467667342051025339009423987541354560164732272821""]"
2026-06-03T03:35:00+00:00,2026-06-03T03:40:00+00:00,btc-updown-5m-1780457700,66054.42,,"[""70979803237523790310738338547171925298694168443326769667483873499730313873345"", ""14413881523589393756711372742755890667198160707591816671478058234803461358059""]"
2026-06-03T03:40:00+00:00,2026-06-03T03:45:00+00:00,btc-updown-5m-1780458000,66000.01,,"[""43858669196886220764827115947922900241771046801008372359178178426234196568145"", ""100947725866621379894911229243494995936524930708292038625377502646254375632704""]"
2026-06-03T03:45:00+00:00,2026-06-03T03:50:00+00:00,btc-updown-5m-1780458300,65794.34,,"[""101529215403193813134163687989368926474263300742587456335011838648698899940071"", ""19798063415464313104901764535478777113637159893402275125027901740398655087450""]"
2026-06-03T03:50:00+00:00,2026-06-03T03:55:00+00:00,btc-updown-5m-1780458600,65642.91,,"[""89231658410217470961126979028939174814511520988603587813676391127033324435466"", ""111200626139945424584942888498304128471444507312447184634290216679241029321339""]"
2026-06-03T03:55:00+00:00,2026-06-03T04:00:00+00:00,btc-updown-5m-1780458900,65943.88,,"[""93581734321338479509280436644245554563765672546478783441404588404756429007968"", ""8642483792120120015012029931442478282762243059651584948060969956489661978245""]"
2026-06-03T04:00:00+00:00,2026-06-03T04:05:00+00:00,btc-updown-5m-1780459200,65849.9,,"[""63138685487798985495283374078091813451222254590233734881081464574859755025558"", ""80046973918091432902569645040701592067403666818803289232649235841979311115511""]"
2026-06-03T04:05:00+00:00,2026-06-03T04:10:00+00:00,btc-updown-5m-1780459500,66482.94,,"[""81371027575120299827712498851425700792617311940042185525789683474136293446392"", ""88874648692871129414679935286634673176281990991345492886914375364137261515535""]"
2026-06-03T04:10:00+00:00,2026-06-03T04:15:00+00:00,btc-updown-5m-1780459800,66358.92,,"[""84612496569404503807932133478672132989242622456704552780652952149159474932835"", ""86002092800421579170362486890690909265222727575449418269937372862765841846276""]"
2026-06-03T04:15:00+00:00,2026-06-03T04:20:00+00:00,btc-updown-5m-1780460100,66339.99,,"[""43939157483921552581076752243574758339968663384542526688388368247160800875673"", ""94389435442435788525069494423676372779384969458745664608336573904299656630891""]"
2026-06-03T04:20:00+00:00,2026-06-03T04:25:00+00:00,btc-updown-5m-1780460400,66356.01,,"[""56582672306087359932694031800808157921638285822046631694804187050245657483233"", ""91977349678485446109845240404145606848327253202911917545072318945929630647663""]"
2026-06-03T04:25:00+00:00,2026-06-03T04:30:00+00:00,btc-updown-5m-1780460700,66451.99,,"[""80995217197602540374429754657275940292762055558561715141028385536327262105277"", ""39850959899120175877014266642858506041374487238911881099112583511151461585407""]"
2026-06-03T04:30:00+00:00,2026-06-03T04:35:00+00:00,btc-updown-5m-1780460400,66579.29,,"[""56582672306087359932694031800808157921638285822046631694804187050245657483233"", ""91977349678485446109845240404145606848327253202911917545072318945929630647663""]"
2026-06-03T04:35:00+00:00,2026-06-03T04:40:00+00:00,btc-updown-5m-1780461300,66464.64,,"[""107360512509502672744680922763710698900419793869031665316987484138987182188600"", ""22730514935452543996158087066214590786315768200637811290990953875246343627039""]"
2026-06-03T04:40:00+00:00,2026-06-03T04:45:00+00:00,btc-updown-5m-1780461600,66376.8,,"[""42126810775919690382179966887710627372519643371033635993434088699620017125199"", ""48980756087297170676199468914008659349065865547488116511840468392279996229100""]"
2026-06-03T04:45:00+00:00,2026-06-03T04:50:00+00:00,btc-updown-5m-1780461900,66440.9,,"[""90405547919511171006756799415338924541385499091798922206296082295052049210848"", ""37773507099349290771734410684952666735939586241362328223365730708953190683491""]"
2026-06-03T04:50:00+00:00,2026-06-03T04:55:00+00:00,btc-updown-5m-1780462200,66445.89,,"[""93426612022084986952649825809205762656108038492153743179071897402728102116057"", ""57563124079026921622463922659370222096080462835576516300557632745740519481561""]"
2026-06-03T04:55:00+00:00,2026-06-03T05:00:00+00:00,btc-updown-5m-1780462500,66326.19,,"[""17048287199598252403366628609637714464581964060681009091302626908759760788885"", ""62549769865650469794367696674490665027782884683852426920995863456320500966007""]"
2026-06-03T05:00:00+00:00,2026-06-03T05:05:00+00:00,btc-updown-5m-1780462800,66495.63,,"[""80166949220144948188095739926720252756095486495590044433343936690572736132673"", ""50552041782900835004075572491769304542627712881604709152923432140295251836365""]"
2026-06-03T05:05:00+00:00,2026-06-03T05:10:00+00:00,btc-updown-5m-1780463100,66995.76,,"[""50957398459403934265315108796152471653019793376768239575583738420536464808115"", ""85117830102347022690667163739591640818977436876948788147182215851875047146013""]"
2026-06-03T05:10:00+00:00,2026-06-03T05:15:00+00:00,btc-updown-5m-1780463400,67069.76,,"[""2168626655599120877251746428210024429526196304394978986549463746065854600963"", ""684207241528862031064945777853769974753619846586855221807738768777431225510""]"
2026-06-03T05:15:00+00:00,2026-06-03T05:20:00+00:00,btc-updown-5m-1780463700,67143.99,,"[""37198561971260235525968132855203307514576057671521608183551282637351706066209"", ""63940026924741540012605911094342807749388520368239986257470008077232409105935""]"
2026-06-03T05:20:00+00:00,2026-06-03T05:25:00+00:00,btc-updown-5m-1780464000,67176.0,,"[""40529830667066173855207044012209806263262019826878954752608540171296544095803"", ""46319040803735578647271393284048372057311298716224116246158204523697918064418""]"
2026-06-03T05:25:00+00:00,2026-06-03T05:30:00+00:00,,67056.85,,[]
2026-06-03T05:30:00+00:00,2026-06-03T05:35:00+00:00,btc-updown-5m-1780464600,67066.86,,"[""55509111472431208292047461450694494583271622614012335897578580953796178789692"", ""15080226776070326942210918502398104258151603513139407492716863610126966041225""]"
2026-06-03T05:35:00+00:00,2026-06-03T05:40:00+00:00,btc-updown-5m-1780464900,66956.29,,"[""88237733783982791984347363376604246527867143399905794527495903860269049398787"", ""39616421978929423825861128477700391197977105330079226814322708444789971834883""]"
2026-06-03T05:40:00+00:00,2026-06-03T05:45:00+00:00,btc-updown-5m-1780465200,66952.0,,"[""62179592956119023969159788153962102786521412063019123544842556029420717052847"", ""11113889605733326301928019461585689850046809538018299407870706359323024509749""]"
2026-06-03T05:45:00+00:00,2026-06-03T05:50:00+00:00,btc-updown-5m-1780465500,67026.14,,"[""108097938873134659888614982422670308878453653526292032051856879301784771558469"", ""112216483882160507630911491014776863498386069804580940759190266626026438006846""]"
2026-06-03T05:50:00+00:00,2026-06-03T05:55:00+00:00,btc-updown-5m-1780465800,67103.96,,"[""68191358532770791780704123602656134064531514123562129170004998295660985027230"", ""23052208497414625684532964558082048125854689680680420183127640199785445472035""]"
2026-06-03T05:55:00+00:00,2026-06-03T06:00:00+00:00,btc-updown-5m-1780466100,67322.91,,"[""100628201036191971164545413297666254767208834189978314786216056978661343814203"", ""75033261014650322705358036746077108191770461795251129604317882251004040045254""]"
2026-06-03T06:00:00+00:00,2026-06-03T06:05:00+00:00,btc-updown-5m-1780466400,67326.91,,"[""58389867667033526057595066167895561388048302938839163942793051151696964062824"", ""25716049551431518168582543192541937451970866137584435590084419055907838259746""]"
2026-06-03T06:05:00+00:00,2026-06-03T06:10:00+00:00,btc-updown-5m-1780466700,67249.98,,"[""53297907724469714412193460049977153285782827953919108839679033476176484266859"", ""21680771232617650700034182573964900429079620540297527630029061081066226726961""]"
2026-06-03T06:10:00+00:00,2026-06-03T06:15:00+00:00,btc-updown-5m-1780467000,67204.02,,"[""59847007379267887155100370370399338931747761573685854335230723612716389790289"", ""100375832916955798905702638739722398526155188181446859250803602122676100290053""]"
2026-06-03T06:15:00+00:00,2026-06-03T06:20:00+00:00,,67158.56,,[]
2026-06-03T06:20:00+00:00,2026-06-03T06:25:00+00:00,btc-updown-5m-1780467600,67232.64,,"[""40354016081702339088014677890267651218394735435528672047484026642436044173975"", ""73597630649427311188215719715592833472453789770744740550972847629805337920373""]"
2026-06-03T06:25:00+00:00,2026-06-03T06:30:00+00:00,btc-updown-5m-1780467900,67340.94,,"[""79856925204733455294804554342331723203182249707314799507040247383614793658134"", ""33507494401629898327826536822947247336443173270882471422855553630439101942294""]"
2026-06-03T06:30:00+00:00,2026-06-03T06:35:00+00:00,btc-updown-5m-1780468200,67236.01,,"[""87332690906171989311184455076514067405481709577387951110302658228267439307294"", ""28986103297761693536891466065128990637012332314223058032601249752196052166169""]"
2026-06-03T06:35:00+00:00,2026-06-03T06:40:00+00:00,btc-updown-5m-1780468500,67448.49,,"[""50398575922424518822867572214004905430341993934394628652716157105903353917696"", ""6994609611167719253368961596384889479473186585978804712829641208897229320266""]"
2026-06-03T06:40:00+00:00,2026-06-03T06:45:00+00:00,btc-updown-5m-1780468800,67484.36,,"[""25531227184239650007843739587966637858703106881070136300091038316093010165564"", ""33918499418721694444605824878442998276380151002482534400040944813862998624537""]"
2026-06-03T06:45:00+00:00,2026-06-03T06:50:00+00:00,btc-updown-5m-1780469100,67336.99,,"[""7533508018072395217369320104223042597360313432090794676919219912812660683724"", ""24539025503938107155764804613166636997480088440576124944484931284670687875334""]"
2026-06-03T06:50:00+00:00,2026-06-03T06:55:00+00:00,btc-updown-5m-1780469400,67160.75,,"[""49047874676991769645399307103987174944032232710452372984765757087058888585891"", ""36278272403558034564948874042481417648552122516192015224912448481048624048508""]"
2026-06-03T06:55:00+00:00,2026-06-03T07:00:00+00:00,btc-updown-5m-1780469700,67058.67,,"[""90844756428285259183541090586940428473077964940807226083214230253824279538499"", ""19029866552455211841029441527424366684826422593250986365527513358296528699885""]"
2026-06-03T07:00:00+00:00,2026-06-03T07:05:00+00:00,btc-updown-5m-1780470000,66991.46,,"[""4982800304346237636104195646970464437438274528890981183136551917423982186588"", ""34611970252533759880018309974961415565103498653347636250928920815106835675496""]"
2026-06-03T07:05:00+00:00,2026-06-03T07:10:00+00:00,btc-updown-5m-1780470300,66979.99,,"[""62631293384300486150337260993025447493526828670065907679159442707756880765695"", ""95371801673496595262418020265745629019344230019607377121616382562550536579459""]"
2026-06-03T07:10:00+00:00,2026-06-03T07:15:00+00:00,btc-updown-5m-1780470600,67050.0,,"[""16601633969654122140078098873546353149589215330633906932221291977145255328763"", ""91349919332536827056377494944281720801600834597921943119664682265388388522948""]"
2026-06-03T07:15:00+00:00,2026-06-03T07:20:00+00:00,btc-updown-5m-1780470900,67077.86,,"[""67159620402371679186472839851407291533761705243965736565700150144037565739756"", ""35925827856060199157531014992765848151503420194548524556365794882080254264721""]"
2026-06-03T07:20:00+00:00,2026-06-03T07:25:00+00:00,btc-updown-5m-1780471200,67268.0,,"[""29632208313769695235360580374659710050252466295236993146967647242991672035445"", ""66402421594268133853703046857588547138059161008300373606710012838640046966608""]"
2026-06-03T07:25:00+00:00,2026-06-03T07:30:00+00:00,btc-updown-5m-1780471500,67196.41,,"[""15001504367319489728870188073331681481709466049511805618581057836450181399654"", ""53316768416754273187088244251059365778761189270216543475146177429031743680203""]"
2026-06-03T07:30:00+00:00,2026-06-03T07:35:00+00:00,btc-updown-5m-1780471800,67191.54,,"[""87411349377531082414108874248570995195883652537678579023898662496743612146378"", ""9301447614634626356732882996293839996593059447112541190938083821175495719058""]"
2026-06-03T07:35:00+00:00,2026-06-03T07:40:00+00:00,btc-updown-5m-1780472100,67260.0,,"[""35528592309172560997428974674277435404620334431246828657035640776037303506579"", ""87031671661080200143085636843135339567238973182479455530241830363889772557187""]"
2026-06-03T07:40:00+00:00,2026-06-03T07:45:00+00:00,btc-updown-5m-1780472400,67233.37,,"[""23729712727840054406088587969475433548846066416909872057221743435419288789039"", ""93459848726146362656369416362218117771760822672960793180830151993860263991178""]"
2026-06-03T07:45:00+00:00,2026-06-03T07:50:00+00:00,btc-updown-5m-1780472700,67208.5,,"[""94186255911976013825693700269430596560860441007926262462959654964074318372595"", ""36883607786615986608316356839122961424982414180052159846380910124188421775850""]"
2026-06-03T07:50:00+00:00,2026-06-03T07:55:00+00:00,btc-updown-5m-1780473000,67304.54,,"[""2787499121935148366261624690614802182963297677054083118650259668430112494224"", ""29026834781188175866713040720549711097490607917776176564056940244186985217081""]"
