id,ts,side,entry_price,stake,shares,ob_shares,signal,delta,p_model,confidence,window_start,market_slug,pnl,result,outcome,resolved_ts,session_id
11237,2026-07-01T10:20:07.321033+00:00,YES,0.53,100.0,187.13,3994.0,BUY YES (EV=+0.552 pc=0.82),20.56,0.8223,0.8223,2026-07-01T10:15:00+00:00,KXBTC15M-26JUL010630-30,-100.0,LOSS,DOWN,2026-07-01T10:30:13.572215+00:00,f2_caley
11238,2026-07-01T10:20:07.326031+00:00,YES,0.53,100.0,187.13,3994.0,BUY YES,20.56,0.6776939387924488,0.6776939387924488,2026-07-01T10:15:00+00:00,KXBTC15M-26JUL010630-30,-100.0,LOSS,DOWN,2026-07-01T10:30:14.047751+00:00,f5_hourofi
11239,2026-07-01T10:20:07.334946+00:00,YES,0.53,100.0,187.13,3994.0,BUY YES,20.56,0.6776939387924488,0.6776939387924488,2026-07-01T10:15:00+00:00,KXBTC15M-26JUL010630-30,-100.0,LOSS,DOWN,2026-07-01T10:30:14.395252+00:00,f6_wait270
11240,2026-07-01T10:20:07.338053+00:00,YES,0.53,100.0,187.13,3994.0,BUY YES,20.56,0.6776939387924488,0.6776939387924488,2026-07-01T10:15:00+00:00,KXBTC15M-26JUL010630-30,-100.0,LOSS,DOWN,2026-07-01T10:30:14.873243+00:00,live_yest
11241,2026-07-01T10:20:07.343282+00:00,YES,0.53,100.0,187.13,3994.0,BUY YES,20.56,0.6776939387924488,0.6776939387924488,2026-07-01T10:15:00+00:00,KXBTC15M-26JUL010630-30,-100.0,LOSS,DOWN,2026-07-01T10:30:15.060159+00:00,s_third
11242,2026-07-01T10:20:27.597965+00:00,YES,0.57,100.0,173.94,2922.0,BUY YES,30.57,0.7611500021301301,0.7611500021301301,2026-07-01T10:15:00+00:00,KXBTC15M-26JUL010630-30,-100.0,LOSS,DOWN,2026-07-01T10:30:14.610847+00:00,live_today
11243,2026-07-01T10:25:09.348385+00:00,NO,0.77,10.0,12.91,4328.0,BUY NO,-21.22,1.0,1.0,2026-07-01T10:15:00+00:00,KXBTC15M-26JUL010630-30,2.91,WIN,DOWN,2026-07-01T10:30:13.360494+00:00,s1
11244,2026-07-01T10:34:26.829390+00:00,NO,0.61,10.0,16.25,1431.0,BUY NO,-25.19,1.0,1.0,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,6.25,WIN,DOWN,2026-07-01T10:45:06.630401+00:00,s1
11245,2026-07-01T10:34:26.830704+00:00,NO,0.61,100.0,162.52,1431.0,BUY NO (EV=+0.348 pc=0.82),-25.19,0.17769999999999997,0.17769999999999997,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,62.52,WIN,DOWN,2026-07-01T10:45:06.796192+00:00,f2_caley
11246,2026-07-01T10:34:26.857797+00:00,NO,0.61,100.0,162.52,1431.0,BUY NO,-25.19,0.7017758687995708,0.7017758687995708,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,62.52,WIN,DOWN,2026-07-01T10:45:07.042218+00:00,f5_hourofi
11247,2026-07-01T10:34:26.860086+00:00,NO,0.61,100.0,162.52,1431.0,BUY NO,-25.19,0.7017758687995708,0.7017758687995708,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,62.52,WIN,DOWN,2026-07-01T10:45:07.886409+00:00,live_yest
11248,2026-07-01T10:34:26.860538+00:00,NO,0.61,100.0,162.52,1431.0,BUY NO,-25.19,0.7017758687995708,0.7017758687995708,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,62.52,WIN,DOWN,2026-07-01T10:45:08.040657+00:00,s_third
11249,2026-07-01T10:34:26.865370+00:00,NO,0.61,100.0,162.52,1431.0,BUY NO (EV=+0.637 pc=1.00),-25.19,0.0014659999999999673,0.0014659999999999673,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,62.52,WIN,DOWN,2026-07-01T10:45:08.381822+00:00,f4_ml_ev
11250,2026-07-01T10:34:31.486860+00:00,NO,0.64,100.0,154.92,1532.0,BUY NO,-25.26,0.7036480069934186,0.7036480069934186,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,54.92,WIN,DOWN,2026-07-01T10:45:07.298310+00:00,f6_wait270
11251,2026-07-01T10:34:32.847638+00:00,NO,0.64,100.0,154.92,1532.0,BUY NO,-40.89,0.8073085497568946,0.8073085497568946,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,54.92,WIN,DOWN,2026-07-01T10:45:07.704160+00:00,live_today
11252,2026-07-01T10:36:39.188709+00:00,NO,0.81,100.0,122.86,4455.0,BUY NO,-54.67,0.9795691428677195,0.9795691428677195,2026-07-01T10:30:00+00:00,KXBTC15M-26JUL010645-45,22.86,WIN,DOWN,2026-07-01T10:45:08.531799+00:00,f1_d50cap75
11253,2026-07-01T10:48:01.828548+00:00,YES,0.68,100.0,145.88,1433.0,BUY YES (EV=+0.209 pc=0.82),45.45,0.8223,0.8223,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,45.88,WIN,UP,2026-07-01T11:00:29.187300+00:00,f2_caley
11254,2026-07-01T10:48:01.832101+00:00,YES,0.68,100.0,145.88,1433.0,BUY YES,45.45,0.8851148501301908,0.8851148501301908,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,45.88,WIN,UP,2026-07-01T11:00:30.144349+00:00,live_yest
11255,2026-07-01T10:48:01.839524+00:00,YES,0.68,100.0,145.88,1433.0,BUY YES,45.45,0.8851148501301908,0.8851148501301908,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,45.88,WIN,UP,2026-07-01T11:00:30.420782+00:00,s_third
11256,2026-07-01T10:48:01.862722+00:00,YES,0.68,100.0,145.88,1433.0,BUY YES (EV=+0.283 pc=0.87),45.45,0.872222,0.872222,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,45.88,WIN,UP,2026-07-01T11:00:30.668407+00:00,f4_ml_ev
11257,2026-07-01T10:48:03.866697+00:00,YES,0.71,100.0,139.79,4645.0,BUY YES,51.99,0.8692376951565013,0.8692376951565013,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,39.79,WIN,UP,2026-07-01T11:00:31.039645+00:00,f1_d50cap75
11258,2026-07-01T10:48:48.507139+00:00,YES,0.7,100.0,141.75,944.0,BUY YES,49.99,0.9211187368388336,0.9211187368388336,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,41.75,WIN,UP,2026-07-01T11:00:29.906346+00:00,live_today
11259,2026-07-01T10:48:56.496964+00:00,YES,0.7,100.0,141.75,961.0,BUY YES,49.99,0.9235909262513501,0.9235909262513501,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,41.75,WIN,UP,2026-07-01T11:00:29.348204+00:00,f5_hourofi
11260,2026-07-01T10:49:30.494215+00:00,YES,0.71,100.0,139.79,1067.0,BUY YES,55.98,0.9542216894323894,0.9542216894323894,2026-07-01T10:45:00+00:00,KXBTC15M-26JUL010700-00,39.79,WIN,UP,2026-07-01T11:00:29.622223+00:00,f6_wait270
11261,2026-07-01T11:03:00.751848+00:00,NO,0.6599999999999999,10.0,15.03,2121.0,BUY NO,-32.23,1.0,1.0,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,-10.0,LOSS,UP,2026-07-01T11:15:30.158397+00:00,s1
11262,2026-07-01T11:03:00.752534+00:00,NO,0.6599999999999999,100.0,150.26,2121.0,BUY NO (EV=+0.246 pc=0.82),-32.23,0.17769999999999997,0.17769999999999997,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,-100.0,LOSS,UP,2026-07-01T11:15:30.459673+00:00,f2_caley
11263,2026-07-01T11:03:00.752949+00:00,NO,0.6599999999999999,100.0,150.26,2121.0,BUY NO,-32.23,0.8070338475152761,0.8070338475152761,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,-100.0,LOSS,UP,2026-07-01T11:15:31.009053+00:00,live_today
11264,2026-07-01T11:03:00.753263+00:00,NO,0.6599999999999999,100.0,150.26,2121.0,BUY NO,-32.23,0.8070338475152761,0.8070338475152761,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,-100.0,LOSS,UP,2026-07-01T11:15:31.216061+00:00,live_yest
11265,2026-07-01T11:03:00.753623+00:00,NO,0.6599999999999999,100.0,150.26,2121.0,BUY NO,-32.23,0.8070338475152761,0.8070338475152761,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,-100.0,LOSS,UP,2026-07-01T11:15:31.338248+00:00,s_third
11266,2026-07-01T11:03:00.755671+00:00,NO,0.6599999999999999,100.0,150.26,2121.0,BUY NO (EV=+0.376 pc=0.91),-32.23,0.09214999999999995,0.09214999999999995,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,-100.0,LOSS,UP,2026-07-01T11:15:31.484419+00:00,f4_ml_ev
11267,2026-07-01T11:07:43.992391+00:00,YES,0.61,100.0,162.52,4390.0,BUY YES,29.05,0.901090229561732,0.901090229561732,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,62.52,WIN,UP,2026-07-01T11:15:30.645146+00:00,f5_hourofi
11268,2026-07-01T11:07:43.996863+00:00,YES,0.61,100.0,162.52,4390.0,BUY YES,29.05,0.901090229561732,0.901090229561732,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,62.52,WIN,UP,2026-07-01T11:15:30.823257+00:00,f6_wait270
11269,2026-07-01T11:11:37.670283+00:00,YES,0.91,100.0,109.72,8533.0,BUY YES,50.95,0.999998761575901,0.999998761575901,2026-07-01T11:00:00+00:00,KXBTC15M-26JUL010715-15,9.72,WIN,UP,2026-07-01T11:15:31.650211+00:00,f1_d50cap75
11270,2026-07-01T11:18:44.742202+00:00,YES,0.52,100.0,190.75,7280.0,BUY YES,28.59,0.7845752642760659,0.7845752642760659,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,-100.0,LOSS,DOWN,2026-07-01T11:30:28.270952+00:00,f5_hourofi
