ticker,open_time,close_time,result
KXBTC15M-26JUN262100-00,2026-06-27T00:45:00Z,2026-06-27T01:00:00Z,yes
KXBTC15M-26JUN260900-00,2026-06-26T12:45:00Z,2026-06-26T13:00:00Z,yes
KXBTC15M-26JUN290830-30,2026-06-29T12:15:00Z,2026-06-29T12:30:00Z,no
KXBTC15M-26JUN251015-15,2026-06-25T14:00:00Z,2026-06-25T14:15:00Z,yes
KXBTC15M-26JUN231330-30,2026-06-23T17:15:00Z,2026-06-23T17:30:00Z,yes
KXBTC15M-26JUN272130-30,2026-06-28T01:15:00Z,2026-06-28T01:30:00Z,yes
KXBTC15M-26JUN230430-30,2026-06-23T08:15:00Z,2026-06-23T08:30:00Z,no
KXBTC15M-26JUN230500-00,2026-06-23T08:45:00Z,2026-06-23T09:00:00Z,no
KXBTC15M-26JUN230715-15,2026-06-23T11:00:00Z,2026-06-23T11:15:00Z,yes
KXBTC15M-26JUN230515-15,2026-06-23T09:00:00Z,2026-06-23T09:15:00Z,yes
KXBTC15M-26JUN251715-15,2026-06-25T21:00:00Z,2026-06-25T21:15:00Z,yes
KXBTC15M-26JUN262330-30,2026-06-27T03:15:00Z,2026-06-27T03:30:00Z,yes
KXBTC15M-26JUN230600-00,2026-06-23T09:45:00Z,2026-06-23T10:00:00Z,yes
KXBTC15M-26JUN230800-00,2026-06-23T11:45:00Z,2026-06-23T12:00:00Z,no
KXBTC15M-26JUN230700-00,2026-06-23T10:45:00Z,2026-06-23T11:00:00Z,yes
KXBTC15M-26JUN290845-45,2026-06-29T12:30:00Z,2026-06-29T12:45:00Z,no
KXBTC15M-26JUN230745-45,2026-06-23T11:30:00Z,2026-06-23T11:45:00Z,yes
KXBTC15M-26JUN230045-45,2026-06-23T04:30:00Z,2026-06-23T04:45:00Z,no
KXBTC15M-26JUN230615-15,2026-06-23T10:00:00Z,2026-06-23T10:15:00Z,yes
KXBTC15M-26JUN230445-45,2026-06-23T08:30:00Z,2026-06-23T08:45:00Z,yes
KXBTC15M-26JUN230545-45,2026-06-23T09:30:00Z,2026-06-23T09:45:00Z,no
KXBTC15M-26JUN230645-45,2026-06-23T10:30:00Z,2026-06-23T10:45:00Z,no
KXBTC15M-26JUN230730-30,2026-06-23T11:15:00Z,2026-06-23T11:30:00Z,yes
KXBTC15M-26JUN230530-30,2026-06-23T09:15:00Z,2026-06-23T09:30:00Z,yes
KXBTC15M-26JUN230630-30,2026-06-23T10:15:00Z,2026-06-23T10:30:00Z,no
KXBTC15M-26JUN230000-00,2026-06-23T03:45:00Z,2026-06-23T04:00:00Z,yes
KXBTC15M-26JUN222345-45,2026-06-23T03:30:00Z,2026-06-23T03:45:00Z,no
