ts,resolved_ts,side,entry_price,delta,p_model,pnl,outcome,window_start,sigma,dfo,snr,ofi1,ofi5,btc
2026-05-13T15:28:19.787443+00:00,2026-05-13T15:34:21.258767+00:00,NO,0.6,-50.51,0.6413591733978252,65.23,DOWN,2026-05-13T15:25:00+00:00,,,16.314,-219725.5,-2673757.5,79310.56
2026-05-13T15:34:31.596097+00:00,2026-05-13T15:40:44.756122+00:00,YES,0.51,27.6,0.7574512194104419,94.52,UP,2026-05-13T15:30:00+00:00,,,,,,
2026-05-13T15:38:26.847893+00:00,2026-05-13T15:45:49.800642+00:00,NO,0.76,-36.54,0.6424621141630644,30.75,DOWN,2026-05-13T15:35:00+00:00,,,19.087,139079.0,2427258.5,79278.87
2026-05-13T15:43:01.090622+00:00,2026-05-13T15:46:50.704222+00:00,YES,0.84,43.72,0.6438800532982623,-100.0,DOWN,2026-05-13T15:40:00+00:00,,,,,,
2026-05-13T15:48:11.430630+00:00,2026-05-13T15:54:57.236770+00:00,NO,0.62,-27.99,0.6066138091629649,59.9,DOWN,2026-05-13T15:45:00+00:00,,,14.437,-6071.0,-2587063.0,79224.0
2026-05-13T15:53:01.003274+00:00,2026-05-13T16:01:42.366288+00:00,NO,0.9,-50.79,0.669688385655641,10.91,DOWN,2026-05-13T15:50:00+00:00,,,21.593,-1106633.5,-3159829.5,79096.22
2026-05-13T16:03:00.047252+00:00,2026-05-13T16:10:49.476759+00:00,YES,0.84,97.17,0.6268266846900544,18.6,UP,2026-05-13T16:00:00+00:00,,,,,,
2026-05-13T16:08:26.187339+00:00,2026-05-13T16:14:32.815422+00:00,NO,0.87,-59.81,0.6005595129465809,14.62,DOWN,2026-05-13T16:05:00+00:00,,,25.401,-87155.5,-3402246.0,78831.775
2026-05-13T16:23:06.431280+00:00,2026-05-13T16:27:37.359071+00:00,YES,0.94,72.78,0.6008959467087697,6.3,UP,2026-05-13T16:20:00+00:00,,,,,,
2026-05-13T16:28:40.846103+00:00,2026-05-13T16:32:39.683912+00:00,YES,0.94,53.01,0.6052505170433264,6.3,UP,2026-05-13T16:25:00+00:00,,,,,,
2026-05-13T16:33:01.006731+00:00,2026-05-13T16:38:22.269856+00:00,YES,0.91,51.2,0.638474840852242,9.72,UP,2026-05-13T16:30:00+00:00,,,,,,
2026-05-13T16:43:00.107333+00:00,2026-05-13T16:49:48.077056+00:00,YES,0.82,34.58,0.6349131911480512,21.41,UP,2026-05-13T16:40:00+00:00,,,,,,
2026-05-13T16:48:00.259520+00:00,2026-05-13T16:53:30.219608+00:00,YES,0.93,59.66,0.7242615107631827,7.42,UP,2026-05-13T16:45:00+00:00,,,,,,
2026-05-13T16:53:34.594647+00:00,2026-05-13T17:00:16.730114+00:00,NO,0.95,-52.4,0.7684792520113692,5.21,DOWN,2026-05-13T16:50:00+00:00,,,63.79,425926.0,872622.0,79150.0
2026-05-13T16:58:01.260541+00:00,2026-05-13T17:04:38.536892+00:00,YES,0.84,39.32,0.6792548504470746,18.6,UP,2026-05-13T16:55:00+00:00,,,,,,
2026-05-13T17:08:08.182134+00:00,2026-05-13T17:13:44.782317+00:00,NO,0.89,-42.66,0.6008638660566432,12.12,DOWN,2026-05-13T17:05:00+00:00,,,37.028,-17372.0,-1886489.6666666667,79188.03666666667
2026-05-13T17:13:43.208266+00:00,2026-05-13T17:18:46.931825+00:00,YES,0.94,38.77,0.6323462303782674,6.3,UP,2026-05-13T17:10:00+00:00,,,,,,
2026-05-13T17:18:38.718501+00:00,2026-05-13T17:23:11.252508+00:00,NO,0.83,-38.91,0.6158520439148122,-100.0,UP,2026-05-13T17:15:00+00:00,,,16.215,719513.0,958667.0,79204.78
2026-05-13T17:23:59.295540+00:00,2026-05-13T17:31:15.750509+00:00,YES,0.9,29.49,0.6173144293307432,-100.0,DOWN,2026-05-13T17:20:00+00:00,,,,,,
2026-05-13T17:28:09.016545+00:00,2026-05-13T17:33:57.570950+00:00,YES,0.95,70.4,0.6515505949039443,5.21,UP,2026-05-13T17:25:00+00:00,,,,,,
2026-05-13T17:34:29.833507+00:00,2026-05-13T17:38:38.870627+00:00,YES,0.93,22.66,0.6777240822571775,7.42,UP,2026-05-13T17:30:00+00:00,,,,,,
2026-05-13T17:48:53.938853+00:00,2026-05-13T17:53:24.379965+00:00,NO,0.68,-21.18,0.6830934096979194,-100.0,UP,2026-05-13T17:45:00+00:00,,,32.555,-1845131.0,-2615846.0,79409.43
2026-05-13T17:53:21.375820+00:00,2026-05-13T17:59:27.611795+00:00,YES,0.74,20.87,0.6011970408372106,34.21,UP,2026-05-13T17:50:00+00:00,,,,,,
2026-05-13T17:58:07.350609+00:00,2026-05-13T18:04:30.378162+00:00,YES,0.73,40.39,0.6679795640632002,36.02,UP,2026-05-13T17:55:00+00:00,,,,,,
2026-05-13T18:03:01.040418+00:00,2026-05-13T18:07:32.477869+00:00,YES,0.95,70.31,0.7084012988801828,5.21,UP,2026-05-13T18:00:00+00:00,,,,,,
2026-05-13T18:08:07.583063+00:00,2026-05-13T18:15:16.372880+00:00,YES,0.82,43.28,0.6396414329303289,21.41,UP,2026-05-13T18:05:00+00:00,,,,,,
2026-05-13T18:18:13.870996+00:00,2026-05-13T18:24:41.978500+00:00,NO,0.87,-29.03,0.6002423544202292,-100.0,UP,2026-05-13T18:15:00+00:00,,,27.237,118753.0,852104.0,79577.28
2026-05-13T18:23:11.365661+00:00,2026-05-13T18:30:26.650131+00:00,YES,0.75,47.03,0.6009698265017664,32.45,UP,2026-05-13T18:20:00+00:00,,,,,,
2026-05-13T18:29:32.910739+00:00,2026-05-13T18:35:14.467322+00:00,NO,0.95,-27.54,0.7260585262846855,5.21,DOWN,2026-05-13T18:25:00+00:00,,,27.661,979022.5,3895935.5,79743.85500000001
2026-05-13T18:33:00.791318+00:00,2026-05-13T18:41:20.302144+00:00,NO,0.9,-52.96,0.6036124709549874,10.91,DOWN,2026-05-13T18:30:00+00:00,,,37.501,-88746.0,2296816.0,79715.01
2026-05-13T18:39:31.792655+00:00,2026-05-13T18:46:04.509940+00:00,YES,0.93,22.1,0.6783754467707477,7.42,UP,2026-05-13T18:35:00+00:00,,,,,,
2026-05-13T18:43:54.972190+00:00,2026-05-13T18:47:06.330642+00:00,NO,0.84,-28.03,0.6006019118910064,18.6,DOWN,2026-05-13T18:40:00+00:00,,,17.359,-122626.0,1233564.0,79718.21
2026-05-13T18:48:47.208849+00:00,2026-05-13T18:56:14.504015+00:00,NO,0.94,-32.37,0.6038606833915964,6.3,DOWN,2026-05-13T18:45:00+00:00,,,32.569,-203734.33333333334,-2449672.6666666665,79599.33
2026-05-13T18:53:37.366694+00:00,2026-05-13T19:00:38.174722+00:00,YES,0.85,25.44,0.6078315661471978,17.24,UP,2026-05-13T18:50:00+00:00,,,,,,
2026-05-13T18:58:27.889514+00:00,2026-05-13T19:06:24.565775+00:00,YES,0.79,26.48,0.6007766625356047,-100.0,DOWN,2026-05-13T18:55:00+00:00,,,42.683,291918.0,-215256.0,79613.52
2026-05-13T19:03:00.721199+00:00,2026-05-13T19:11:11.659888+00:00,NO,0.95,-61.69,0.6772942074887252,5.21,DOWN,2026-05-13T19:00:00+00:00,,,43.054,-629438.0,-850849.5,79537.895
2026-05-13T19:08:01.137070+00:00,2026-05-13T19:16:36.270704+00:00,NO,0.92,-51.94,0.6513828545370386,8.56,DOWN,2026-05-13T19:05:00+00:00,,,38.436,112990.0,-563338.0,79478.62
2026-05-13T19:13:40.530178+00:00,2026-05-13T19:20:19.180381+00:00,YES,0.83,22.98,0.6015148163468542,-100.0,DOWN,2026-05-13T19:10:00+00:00,,,,,,
2026-05-13T19:19:03.624478+00:00,2026-05-13T19:26:26.957073+00:00,NO,0.91,-23.45,0.6726736166671675,9.72,DOWN,2026-05-13T19:15:00+00:00,,,18.642,-54377.25,336441.25,79488.6125
2026-05-13T19:23:00.361069+00:00,2026-05-13T19:31:32.415933+00:00,YES,0.81,31.12,0.6101472087101155,-100.0,DOWN,2026-05-13T19:20:00+00:00,,,47.117,-339272.0,-2450871.0,79437.85
2026-05-13T19:28:09.558739+00:00,2026-05-13T19:36:36.524810+00:00,YES,0.95,69.02,0.7492171381237132,5.21,UP,2026-05-13T19:25:00+00:00,,,,,,
2026-05-13T19:33:57.109926+00:00,2026-05-13T19:41:20.874792+00:00,YES,0.92,20.98,0.6400582485796692,8.56,UP,2026-05-13T19:30:00+00:00,,,,,,
2026-05-13T19:38:05.177261+00:00,2026-05-13T19:46:24.109417+00:00,YES,0.54,43.94,0.659557115089928,83.64,UP,2026-05-13T19:35:00+00:00,,,,,,
2026-05-13T19:53:00.502457+00:00,2026-05-13T19:57:48.123719+00:00,YES,0.91,68.48,0.6785560861003705,9.72,UP,2026-05-13T19:50:00+00:00,,,,,,
2026-05-13T19:58:00.711490+00:00,2026-05-13T20:05:12.163409+00:00,YES,0.94,44.42,0.6183180140974069,6.3,UP,2026-05-13T19:55:00+00:00,,,,,,
2026-05-13T20:08:45.304399+00:00,2026-05-13T20:15:16.584696+00:00,YES,0.85,20.47,0.6773522842624495,17.24,UP,2026-05-13T20:05:00+00:00,,,,,,
2026-05-13T20:18:01.135345+00:00,2026-05-13T20:23:59.211306+00:00,YES,0.89,39.1,0.6881612756868881,12.12,UP,2026-05-13T20:15:00+00:00,,,,,,
2026-05-13T20:43:02.768930+00:00,2026-05-13T20:50:25.830210+00:00,YES,0.93,38.04,0.6736308818084864,7.42,UP,2026-05-13T20:40:00+00:00,,,,,,
2026-05-13T20:59:04.797950+00:00,2026-05-13T21:05:52.014222+00:00,YES,0.9,22.48,0.6904181675960516,10.91,UP,2026-05-13T20:55:00+00:00,,,,,,
2026-05-13T21:03:04.165233+00:00,2026-05-13T21:10:35.910801+00:00,NO,0.91,-39.85,0.6627991955129262,9.72,DOWN,2026-05-13T21:00:00+00:00,,,46.066,-77479.0,70193.0,79665.88
2026-05-13T21:13:01.205290+00:00,2026-05-13T21:21:04.739166+00:00,NO,0.81,-41.46,0.6460627161289774,22.86,DOWN,2026-05-13T21:10:00+00:00,,,18.43,-67848.0,368960.0,79431.89333333333
2026-05-13T21:18:05.006883+00:00,2026-05-13T21:23:26.415890+00:00,NO,0.93,-33.02,0.6211194972276006,7.42,DOWN,2026-05-13T21:15:00+00:00,,,30.051,-35100.666666666664,-598759.0,79401.46
2026-05-13T21:33:00.831848+00:00,2026-05-13T21:41:33.258309+00:00,YES,0.95,31.36,0.6112119137720847,5.21,UP,2026-05-13T21:30:00+00:00,,,,,,
2026-05-13T21:38:02.990532+00:00,2026-05-13T21:46:37.384203+00:00,YES,0.84,30.0,0.6083975234343084,18.6,UP,2026-05-13T21:35:00+00:00,,,,,,
2026-05-13T21:48:44.171633+00:00,2026-05-13T21:56:43.159055+00:00,YES,0.83,30.78,0.719672174888034,-100.0,DOWN,2026-05-13T21:45:00+00:00,,,,,,
2026-05-13T21:53:00.030026+00:00,2026-05-13T21:56:43.249289+00:00,YES,0.94,48.23,0.7177449930422681,6.3,UP,2026-05-13T21:50:00+00:00,,,,,,
2026-05-13T22:03:57.862546+00:00,2026-05-13T22:08:09.048285+00:00,NO,0.84,-22.54,0.6507852558982445,18.6,DOWN,2026-05-13T22:00:00+00:00,,,21.57,-79254.0,610749.0,79373.98999999999
2026-05-13T22:48:12.189775+00:00,2026-05-13T22:54:22.649715+00:00,YES,0.95,49.51,0.6407436586029593,5.21,UP,2026-05-13T22:45:00+00:00,,,,,,
2026-05-13T22:53:00.426203+00:00,2026-05-13T22:57:03.492283+00:00,YES,0.93,44.8,0.6156440160412443,7.42,UP,2026-05-13T22:50:00+00:00,,,,,,
2026-05-13T22:59:09.791374+00:00,2026-05-13T23:02:06.510802+00:00,NO,0.95,-25.72,0.6562324431969684,5.21,DOWN,2026-05-13T22:55:00+00:00,,,17.852,203743.66666666666,1129245.6666666667,79430.83333333333
2026-05-13T23:03:31.787095+00:00,2026-05-13T23:11:34.279491+00:00,NO,0.78,-28.45,0.6606988395692409,27.47,DOWN,2026-05-13T23:00:00+00:00,,,23.791,-203033.5,218307.5,79392.38
2026-05-13T23:08:01.007303+00:00,2026-05-13T23:12:14.564686+00:00,YES,0.64,33.24,0.6401948552103253,54.92,UP,2026-05-13T23:05:00+00:00,,,,,,
2026-05-13T23:13:08.812118+00:00,2026-05-13T23:17:18.118384+00:00,NO,0.82,-24.67,0.600225671170093,21.41,DOWN,2026-05-13T23:10:00+00:00,,,18.056,274381.0,-480046.5,79390.405
2026-05-13T23:19:15.991633+00:00,2026-05-13T23:22:00.857323+00:00,NO,0.89,-27.38,0.7618901513866514,12.12,DOWN,2026-05-13T23:15:00+00:00,,,71.301,277303.0,1116235.0,79350.01
2026-05-13T23:23:00.140773+00:00,2026-05-13T23:27:03.869164+00:00,YES,0.82,29.57,0.6111761804665948,21.41,UP,2026-05-13T23:20:00+00:00,,,,,,
2026-05-13T23:28:11.056356+00:00,2026-05-13T23:33:48.262285+00:00,NO,0.52,-29.32,0.6209460634983861,90.75,DOWN,2026-05-13T23:25:00+00:00,,,27.607,95775.0,1597306.0,79380.08
2026-05-13T23:33:02.212330+00:00,2026-05-13T23:40:14.141477+00:00,NO,0.86,-33.56,0.6137031070569913,15.92,DOWN,2026-05-13T23:30:00+00:00,,,15.753,-46294.0,-1002296.5,79293.815
2026-05-13T23:38:44.817814+00:00,2026-05-13T23:43:16.271913+00:00,NO,0.51,-43.38,0.7209171823689114,94.52,DOWN,2026-05-13T23:35:00+00:00,,,51.262,-105246.5,-1660990.5,79262.78
2026-05-13T23:43:07.061936+00:00,2026-05-13T23:48:58.645544+00:00,YES,0.86,44.31,0.654672269238678,15.92,UP,2026-05-13T23:40:00+00:00,,,,,,
2026-05-13T23:53:38.835859+00:00,2026-05-13T23:59:24.568165+00:00,NO,0.82,-20.51,0.6012043435521883,-100.0,UP,2026-05-13T23:50:00+00:00,,,23.05,1587305.0,1060707.0,79265.0
2026-05-14T00:03:01.271107+00:00,2026-05-14T00:10:30.061094+00:00,YES,0.91,72.92,0.66810486982768,9.72,UP,2026-05-14T00:00:00+00:00,,,,,,
2026-05-14T00:08:01.411931+00:00,2026-05-14T00:16:34.498991+00:00,YES,0.95,95.6,0.7156535118985814,5.21,UP,2026-05-14T00:05:00+00:00,,,,,,
2026-05-14T00:13:51.007603+00:00,2026-05-14T00:17:35.388604+00:00,YES,0.82,25.65,0.6036226697044349,21.41,UP,2026-05-14T00:10:00+00:00,,,,,,
2026-05-14T00:19:53.213738+00:00,2026-05-14T00:22:17.409291+00:00,NO,0.92,-21.11,0.9860023746246187,8.56,DOWN,2026-05-14T00:15:00+00:00,,,202.288,26285.0,741779.0,79510.01
2026-05-14T00:23:03.471719+00:00,2026-05-14T00:30:45.541317+00:00,NO,0.89,-42.35,0.6014008467124319,12.12,DOWN,2026-05-14T00:20:00+00:00,,,25.57,205646.66666666666,250025.0,79466.40333333334
2026-05-14T00:28:52.210363+00:00,2026-05-14T00:35:50.220914+00:00,NO,0.94,-27.33,0.6122041235225629,6.3,DOWN,2026-05-14T00:25:00+00:00,,,24.423,75635.66666666667,236082.66666666666,79461.84999999999
2026-05-14T00:39:29.882066+00:00,2026-05-14T00:44:15.929704+00:00,NO,0.79,-21.09,0.8051187354530551,25.89,DOWN,2026-05-14T00:35:00+00:00,,,99.386,54442.0,1971031.0,79577.005
2026-05-14T00:43:06.182832+00:00,2026-05-14T00:50:18.530516+00:00,YES,0.72,24.43,0.6039225053350519,37.87,UP,2026-05-14T00:40:00+00:00,,,,,,
2026-05-14T00:49:41.813348+00:00,2026-05-14T00:56:04.305282+00:00,NO,0.9,-25.39,0.9567057689431736,10.91,DOWN,2026-05-14T00:45:00+00:00,,,141.642,-278679.0,165226.0,79616.46
2026-05-14T00:53:25.275296+00:00,2026-05-14T00:59:47.783370+00:00,NO,0.67,-23.12,0.6193550344352312,48.03,DOWN,2026-05-14T00:50:00+00:00,,,37.921,23088.0,-250142.0,79593.33
2026-05-14T00:58:01.057057+00:00,2026-05-14T01:06:11.768606+00:00,YES,0.73,26.06,0.6074637482429293,36.02,UP,2026-05-14T00:55:00+00:00,,,,,,
2026-05-14T01:03:25.490337+00:00,2026-05-14T01:10:55.922032+00:00,YES,0.95,56.62,0.751832880592648,5.21,UP,2026-05-14T01:00:00+00:00,,,,,,
2026-05-14T01:08:01.158890+00:00,2026-05-14T01:15:20.795307+00:00,NO,0.71,-53.74,0.6962228318850205,39.79,DOWN,2026-05-14T01:05:00+00:00,,,51.918,-27126.333333333332,-55943.0,79616.10333333333
2026-05-14T01:13:00.527825+00:00,2026-05-14T01:20:26.435547+00:00,YES,0.89,50.0,0.682622444373695,12.12,UP,2026-05-14T01:10:00+00:00,,,61.377,-623816.0,-75778.0,79582.71
2026-05-14T01:18:01.151888+00:00,2026-05-14T01:25:51.591023+00:00,NO,0.91,-40.69,0.6128436586463997,9.72,DOWN,2026-05-14T01:15:00+00:00,,,24.29,-27337.0,895129.0,79580.0
2026-05-14T01:23:28.327290+00:00,2026-05-14T01:30:16.500292+00:00,NO,0.95,-28.0,0.6009470306236026,5.21,DOWN,2026-05-14T01:20:00+00:00,,,19.815,-14454.25,36415.0,79582.005
2026-05-14T01:29:00.882508+00:00,2026-05-14T01:32:38.256511+00:00,NO,0.63,-29.02,0.6595043920865953,57.37,DOWN,2026-05-14T01:25:00+00:00,,,45.292,-232401.0,-1858406.0,79582.0
2026-05-14T01:33:34.192454+00:00,2026-05-14T01:41:25.699687+00:00,NO,0.89,-27.28,0.6050681619885147,12.12,DOWN,2026-05-14T01:30:00+00:00,,,22.35,-392460.0,-823011.0,79516.26
2026-05-14T01:38:00.331373+00:00,2026-05-14T01:46:30.931831+00:00,NO,0.95,-68.9,0.6854934864791811,5.21,DOWN,2026-05-14T01:35:00+00:00,,,45.307,-13412.25,-621239.75,79433.2925
2026-05-14T01:44:18.964142+00:00,2026-05-14T01:47:31.977100+00:00,YES,0.95,20.06,0.6590713136374464,5.21,UP,2026-05-14T01:40:00+00:00,,,20.368,-88196.0,376339.0,79436.0
2026-05-14T01:48:22.929571+00:00,2026-05-14T01:52:34.351030+00:00,YES,0.73,45.92,0.7246769707905815,36.02,UP,2026-05-14T01:45:00+00:00,,,,,,
2026-05-14T01:58:16.771718+00:00,2026-05-14T02:01:57.467827+00:00,NO,0.82,-20.96,0.6010019165834007,21.41,DOWN,2026-05-14T01:55:00+00:00,,,16.826,127520.5,305816.0,79602.01
2026-05-14T02:03:00.603410+00:00,2026-05-14T02:07:39.363692+00:00,YES,0.95,63.99,0.7501481045900447,5.21,UP,2026-05-14T02:00:00+00:00,,,,,,
2026-05-14T02:08:21.285104+00:00,2026-05-14T02:12:41.580941+00:00,YES,0.76,21.51,0.6148587605577961,30.75,UP,2026-05-14T02:05:00+00:00,,,,,,
2026-05-14T02:13:01.931184+00:00,2026-05-14T02:17:44.894065+00:00,NO,0.95,-49.25,0.7120147303454503,5.21,DOWN,2026-05-14T02:10:00+00:00,,,34.746,-80455.0,-693593.6666666666,79591.31333333334
2026-05-14T02:23:00.574090+00:00,2026-05-14T02:27:07.703249+00:00,YES,0.84,49.27,0.6997155861966081,18.6,UP,2026-05-14T02:20:00+00:00,,,,,,
2026-05-14T02:33:55.919698+00:00,2026-05-14T02:37:52.047202+00:00,NO,0.66,-28.21,0.7118464072738215,50.26,DOWN,2026-05-14T02:30:00+00:00,,,66.078,-129663.0,-369959.0,79629.78
2026-05-14T02:38:00.747773+00:00,2026-05-14T02:46:40.095963+00:00,NO,0.78,-32.54,0.6354490113992464,27.47,DOWN,2026-05-14T02:35:00+00:00,,,36.212,-2408455.0,680559.0,79639.9
2026-05-14T02:43:23.160358+00:00,2026-05-14T02:48:01.805322+00:00,NO,0.95,-55.39,0.7648222497664376,5.21,DOWN,2026-05-14T02:40:00+00:00,,,37.323,76407.0,-6446706.0,79588.5325
2026-05-14T02:58:50.491666+00:00,2026-05-14T03:02:45.512156+00:00,YES,0.95,31.79,0.6133976656775473,5.21,UP,2026-05-14T02:55:00+00:00,,,,,,
2026-05-14T03:13:22.290266+00:00,2026-05-14T03:19:30.166631+00:00,YES,0.95,51.31,0.6004829614685168,5.21,UP,2026-05-14T03:10:00+00:00,,,,,,
2026-05-14T03:19:16.380870+00:00,2026-05-14T03:24:14.151710+00:00,YES,0.84,23.26,0.601987834014029,-100.0,DOWN,2026-05-14T03:15:00+00:00,,,24.401,-322497.0,-720829.0,79242.06
2026-05-14T03:33:00.088912+00:00,2026-05-14T03:37:17.077586+00:00,YES,0.92,68.06,0.6082802875973458,8.56,UP,2026-05-14T03:30:00+00:00,,,,,,
2026-05-14T03:38:00.026418+00:00,2026-05-14T03:43:00.671176+00:00,NO,0.95,-75.75,0.6222099285407414,5.21,DOWN,2026-05-14T03:35:00+00:00,,,49.591,-433353.75,152219.0,79294.4975
2026-05-14T03:43:45.605833+00:00,2026-05-14T03:50:26.337308+00:00,YES,0.65,45.88,0.6195571717593289,52.55,UP,2026-05-14T03:40:00+00:00,,,,,,
2026-05-14T03:48:21.891209+00:00,2026-05-14T03:54:50.097964+00:00,NO,0.94,-65.27,0.6287785803465986,6.3,DOWN,2026-05-14T03:45:00+00:00,,,49.657,-289596.0,-437991.0,79140.0
2026-05-14T04:03:01.035072+00:00,2026-05-14T04:10:58.668285+00:00,NO,0.84,-37.14,0.6054156972835298,-100.0,UP,2026-05-14T04:00:00+00:00,,,23.246,174571.0,-1092572.0,79007.72
2026-05-14T04:14:15.927901+00:00,2026-05-14T04:19:43.067325+00:00,YES,0.9,23.47,0.6753244846465835,10.91,UP,2026-05-14T04:10:00+00:00,,,,,,
2026-05-14T04:18:12.653249+00:00,2026-05-14T04:26:29.168899+00:00,YES,0.86,40.19,0.6253206501766917,15.92,UP,2026-05-14T04:15:00+00:00,,,,,,
2026-05-14T04:23:00.856456+00:00,2026-05-14T04:31:14.069526+00:00,NO,0.9,-39.63,0.6117200723887486,10.91,DOWN,2026-05-14T04:20:00+00:00,,,25.206,2129.0,1158849.0,79309.63
2026-05-14T04:28:20.065530+00:00,2026-05-14T04:36:17.490126+00:00,YES,0.74,21.73,0.600657333387034,34.21,UP,2026-05-14T04:25:00+00:00,,,,,,
2026-05-14T04:33:00.344072+00:00,2026-05-14T04:41:21.499426+00:00,YES,0.89,34.69,0.6393398458281748,-100.0,DOWN,2026-05-14T04:30:00+00:00,,,,,,
2026-05-14T04:38:01.056147+00:00,2026-05-14T04:42:02.023120+00:00,YES,0.82,25.85,0.6224876630000524,21.41,UP,2026-05-14T04:35:00+00:00,,,,,,
2026-05-14T04:48:07.767690+00:00,2026-05-14T04:54:05.796905+00:00,YES,0.9,37.79,0.6530354336296599,10.91,UP,2026-05-14T04:45:00+00:00,,,,,,
2026-05-14T04:53:08.374506+00:00,2026-05-14T04:59:52.809088+00:00,NO,0.81,-24.23,0.6001470213808188,-100.0,UP,2026-05-14T04:50:00+00:00,,,16.418,-6614.0,1746883.0,79411.87
2026-05-14T04:58:19.063775+00:00,2026-05-14T05:02:15.220424+00:00,NO,0.6,-23.13,0.6055769513491611,-100.0,UP,2026-05-14T04:55:00+00:00,,,35.681,42921.0,375266.0,79426.26
2026-05-14T05:03:19.746035+00:00,2026-05-14T05:07:39.118355+00:00,NO,0.76,-23.52,0.6080343831833795,30.75,DOWN,2026-05-14T05:00:00+00:00,,,29.733,-376234.0,439656.0,79420.0
2026-05-14T05:09:25.092316+00:00,2026-05-14T05:12:20.795848+00:00,YES,0.94,26.84,0.8154034672493264,6.3,UP,2026-05-14T05:05:00+00:00,,,,,,
2026-05-14T05:13:04.016946+00:00,2026-05-14T05:17:45.882785+00:00,NO,0.67,-29.86,0.6182296770456641,48.03,DOWN,2026-05-14T05:10:00+00:00,,,25.784,133702.0,-52747.0,79443.17
2026-05-14T05:18:36.418178+00:00,2026-05-14T05:22:48.346621+00:00,YES,0.92,43.11,0.7404604927694378,8.56,UP,2026-05-14T05:15:00+00:00,,,,,,
2026-05-14T05:28:00.082122+00:00,2026-05-14T05:32:32.642806+00:00,NO,0.92,-50.19,0.6949912969195742,-100.0,UP,2026-05-14T05:25:00+00:00,,,35.925,-477725.0,-309049.0,79538.04
2026-05-14T05:33:00.108959+00:00,2026-05-14T05:38:14.951414+00:00,YES,0.93,45.65,0.6784647744657684,7.42,UP,2026-05-14T05:30:00+00:00,,,,,,
2026-05-14T05:38:26.280342+00:00,2026-05-14T05:42:37.555164+00:00,YES,0.83,33.78,0.6004900941719503,19.98,UP,2026-05-14T05:35:00+00:00,,,,,,
2026-05-14T05:53:43.500429+00:00,2026-05-14T05:58:41.230652+00:00,YES,0.95,75.8,0.7575294062756397,5.21,UP,2026-05-14T05:50:00+00:00,,,,,,
2026-05-14T05:58:51.265134+00:00,2026-05-14T06:03:25.178882+00:00,NO,0.93,-31.51,0.6268314017464016,7.42,DOWN,2026-05-14T05:55:00+00:00,,,18.449,-433507.5,-2286338.5,79814.805
2026-05-14T06:03:00.846855+00:00,2026-05-14T06:11:51.125338+00:00,YES,0.86,47.84,0.6259662885916208,15.92,UP,2026-05-14T06:00:00+00:00,,,,,,
2026-05-14T06:09:01.608165+00:00,2026-05-14T06:13:32.651300+00:00,NO,0.6,-20.06,0.6082657115698364,65.23,DOWN,2026-05-14T06:05:00+00:00,,,25.196,-222313.5,951798.0,79860.82
2026-05-14T06:13:00.090910+00:00,2026-05-14T06:18:35.252912+00:00,YES,0.94,53.99,0.6405594257573903,6.3,UP,2026-05-14T06:10:00+00:00,,,,,,
2026-05-14T06:18:01.385351+00:00,2026-05-14T06:23:39.638098+00:00,NO,0.93,-51.93,0.6555615498820646,7.42,DOWN,2026-05-14T06:15:00+00:00,,,41.994,-112474.0,-891521.0,79866.33
2026-05-14T06:23:01.138172+00:00,2026-05-14T06:28:21.561581+00:00,YES,0.92,36.4,0.6405714720070564,8.56,UP,2026-05-14T06:20:00+00:00,,,,,,
2026-05-14T06:33:01.675313+00:00,2026-05-14T06:38:27.432012+00:00,NO,0.82,-33.72,0.6562821015310449,21.41,DOWN,2026-05-14T06:30:00+00:00,,,28.818,-235470.66666666666,-1936591.6666666667,79789.52
2026-05-14T06:38:00.616240+00:00,2026-05-14T06:43:30.207431+00:00,YES,0.95,53.86,0.737830645379947,5.21,UP,2026-05-14T06:35:00+00:00,,,,,,
2026-05-14T06:43:01.146938+00:00,2026-05-14T06:48:33.226158+00:00,YES,0.93,31.64,0.6543792502169861,7.42,UP,2026-05-14T06:40:00+00:00,,,,,,
2026-05-14T06:48:03.775525+00:00,2026-05-14T06:54:58.906211+00:00,NO,0.8,-27.49,0.6420009019248385,24.36,DOWN,2026-05-14T06:45:00+00:00,,,30.518,-34585.6,-249999.2,79845.07800000001
2026-05-14T06:58:13.092612+00:00,2026-05-14T07:05:07.111223+00:00,NO,0.92,-27.79,0.6554407238854691,8.56,DOWN,2026-05-14T06:55:00+00:00,,,57.702,-354483.5,-494670.5,79807.945
2026-05-14T07:03:00.538658+00:00,2026-05-14T07:11:32.515662+00:00,YES,0.84,27.4,0.6379149692352497,-100.0,DOWN,2026-05-14T07:00:00+00:00,,,26.588,-689663.0,-608248.0,79777.38
2026-05-14T07:08:00.057614+00:00,2026-05-14T07:16:36.904733+00:00,YES,0.95,44.75,0.7171058651577997,5.21,UP,2026-05-14T07:05:00+00:00,,,,,,
2026-05-14T07:13:00.342314+00:00,2026-05-14T07:18:38.516013+00:00,NO,0.9,-32.42,0.6666801972770474,10.91,DOWN,2026-05-14T07:10:00+00:00,,,29.582,-1000512.5,-1286970.5,79738.95999999999
2026-05-14T07:18:32.257688+00:00,2026-05-14T07:25:24.951635+00:00,NO,0.95,-25.17,0.675870262437343,5.21,DOWN,2026-05-14T07:15:00+00:00,,,37.416,-238972.0,-2803159.5,79719.965
