id,ts,side,entry_price,stake,shares,ob_shares,signal,delta,p_model,confidence,window_start,market_slug,pnl,result,outcome,resolved_ts,session_id
4421,2026-05-21T18:28:25.108248+00:00,NO,0.93,100.0,107.42,893.0,BUY NO,-57.19,0.6202828714475537,0.6202828714475537,2026-05-21T18:25:00+00:00,btc-updown-5m-1779387900,7.42,WIN,DOWN,2026-05-21T18:34:45.847135+00:00,s_third
4422,2026-05-21T18:33:49.960174+00:00,YES,0.86,100.0,115.92,167.0,BUY YES,38.35,0.6096351356874666,0.6096351356874666,2026-05-21T18:30:00+00:00,btc-updown-5m-1779388200,15.92,WIN,UP,2026-05-21T18:39:30.133133+00:00,s_third
4424,2026-05-21T18:38:38.003077+00:00,NO,0.95,100.0,105.21,76.0,BUY NO,-54.53,0.632416575089818,0.632416575089818,2026-05-21T18:35:00+00:00,btc-updown-5m-1779388500,5.21,WIN,DOWN,2026-05-21T18:45:16.536967+00:00,s_third
4425,2026-05-21T18:43:26.179083+00:00,YES,0.89,100.0,112.12,100.0,BUY YES,47.99,0.6025951837243397,0.6025951837243397,2026-05-21T18:40:00+00:00,btc-updown-5m-1779388800,12.12,WIN,UP,2026-05-21T18:51:19.263843+00:00,s_third
4427,2026-05-21T18:53:10.765582+00:00,NO,0.95,100.0,105.21,183.0,BUY NO,-127.85,0.6293118819619052,0.6293118819619052,2026-05-21T18:50:00+00:00,btc-updown-5m-1779389400,5.21,WIN,DOWN,2026-05-21T19:01:47.311045+00:00,s_third
4428,2026-05-21T18:58:52.781217+00:00,YES,0.95,100.0,105.21,715.0,BUY YES,69.91,0.6153796174507677,0.6153796174507677,2026-05-21T18:55:00+00:00,btc-updown-5m-1779389700,5.21,WIN,UP,2026-05-21T19:06:51.392829+00:00,s_third
4429,2026-05-21T19:03:38.711881+00:00,YES,0.77,100.0,129.09,115.0,BUY YES,73.49,0.6005276055278393,0.6005276055278393,2026-05-21T19:00:00+00:00,btc-updown-5m-1779390000,29.09,WIN,UP,2026-05-21T19:10:13.801828+00:00,s_third
4430,2026-05-21T19:19:23.592296+00:00,YES,0.95,100.0,105.21,533.0,BUY YES,33.39,0.6018021126842535,0.6018021126842535,2026-05-21T19:15:00+00:00,btc-updown-5m-1779390900,5.21,WIN,UP,2026-05-21T19:24:38.351652+00:00,s_third
4432,2026-05-21T19:23:54.607615+00:00,NO,0.8,100.0,124.36,476.0,BUY NO,-32.41,0.6028032807247754,0.6028032807247754,2026-05-21T19:20:00+00:00,btc-updown-5m-1779391200,24.36,WIN,DOWN,2026-05-21T19:27:00.210160+00:00,s_third
4434,2026-05-21T19:29:18.730535+00:00,NO,0.54,100.0,183.64,134.0,BUY NO,-37.88,0.7811965665473767,0.7811965665473767,2026-05-21T19:25:00+00:00,btc-updown-5m-1779391500,83.64,WIN,DOWN,2026-05-21T19:35:26.516830+00:00,s_third
4435,2026-05-21T19:33:04.474346+00:00,YES,0.66,100.0,150.26,145.0,BUY YES,47.75,0.6365583860172653,0.6365583860172653,2026-05-21T19:30:00+00:00,btc-updown-5m-1779391800,50.26,WIN,UP,2026-05-21T19:40:30.222785+00:00,s_third
4436,2026-05-21T19:38:00.624784+00:00,YES,0.95,100.0,105.21,1084.0,BUY YES,48.01,0.6425601010798558,0.6425601010798558,2026-05-21T19:35:00+00:00,btc-updown-5m-1779392100,5.21,WIN,UP,2026-05-21T19:42:11.044053+00:00,s_third
4438,2026-05-21T19:43:07.095630+00:00,NO,0.82,100.0,121.41,508.0,BUY NO,-33.9,0.6399872552215383,0.6399872552215383,2026-05-21T19:40:00+00:00,btc-updown-5m-1779392400,21.41,WIN,DOWN,2026-05-21T19:47:14.412036+00:00,s_third
4439,2026-05-21T19:48:38.113762+00:00,YES,0.87,100.0,114.62,71.0,BUY YES,21.3,0.6547974808487899,0.6547974808487899,2026-05-21T19:45:00+00:00,btc-updown-5m-1779392700,14.62,WIN,UP,2026-05-21T19:52:17.290101+00:00,s_third
4440,2026-05-21T19:58:00.638499+00:00,YES,0.76,100.0,130.75,949.0,BUY YES,64.49,0.6894207886584791,0.6894207886584791,2026-05-21T19:55:00+00:00,btc-updown-5m-1779393300,-100.0,LOSS,DOWN,2026-05-21T20:06:44.488867+00:00,s_third
4442,2026-05-21T20:04:09.691697+00:00,NO,0.59,100.0,168.03,91.0,BUY NO,-23.02,0.6623397112957382,0.6623397112957382,2026-05-21T20:00:00+00:00,btc-updown-5m-1779393600,68.03,WIN,DOWN,2026-05-21T20:11:08.856368+00:00,s_third
4443,2026-05-21T20:08:00.620163+00:00,YES,0.86,100.0,115.92,575.0,BUY YES,45.49,0.6363201835661926,0.6363201835661926,2026-05-21T20:05:00+00:00,btc-updown-5m-1779393900,15.92,WIN,UP,2026-05-21T20:14:11.203182+00:00,s_third
4445,2026-05-21T20:13:00.618700+00:00,NO,0.92,100.0,108.56,182.0,BUY NO,-51.12,0.6524731470368328,0.6524731470368328,2026-05-21T20:10:00+00:00,btc-updown-5m-1779394200,8.56,WIN,DOWN,2026-05-21T20:18:56.119811+00:00,s_third
4447,2026-05-21T20:38:00.418510+00:00,NO,0.68,100.0,145.88,604.0,BUY NO,-23.6,0.619495748927211,0.619495748927211,2026-05-21T20:35:00+00:00,btc-updown-5m-1779395700,45.88,WIN,DOWN,2026-05-21T20:44:26.562982+00:00,s_third
4449,2026-05-21T20:43:00.746528+00:00,NO,0.73,100.0,136.02,379.0,BUY NO,-22.99,0.6169158709692822,0.6169158709692822,2026-05-21T20:40:00+00:00,btc-updown-5m-1779396000,-100.0,LOSS,UP,2026-05-21T20:49:30.969481+00:00,s_third
4450,2026-05-21T20:48:00.509177+00:00,YES,0.95,100.0,105.21,584.0,BUY YES,48.01,0.7320857402175412,0.7320857402175412,2026-05-21T20:45:00+00:00,btc-updown-5m-1779396300,5.21,WIN,UP,2026-05-21T20:54:54.054423+00:00,s_third
4451,2026-05-21T20:58:02.864974+00:00,YES,0.9,100.0,110.91,271.0,BUY YES,26.57,0.6003562206315438,0.6003562206315438,2026-05-21T20:55:00+00:00,btc-updown-5m-1779396900,10.91,WIN,UP,2026-05-21T21:04:38.524858+00:00,s_third
4452,2026-05-21T21:03:51.811632+00:00,YES,0.95,100.0,105.21,380.0,BUY YES,47.57,0.7827069984995967,0.7827069984995967,2026-05-21T21:00:00+00:00,btc-updown-5m-1779397200,5.21,WIN,UP,2026-05-21T21:11:23.994396+00:00,s_third
4453,2026-05-21T21:09:01.418511+00:00,YES,0.88,100.0,113.36,127.0,BUY YES,24.79,0.6821514280637929,0.6821514280637929,2026-05-21T21:05:00+00:00,btc-updown-5m-1779397500,13.36,WIN,UP,2026-05-21T21:15:06.867042+00:00,s_third
4455,2026-05-21T21:13:05.636453+00:00,NO,0.93,100.0,107.42,520.0,BUY NO,-29.78,0.6146998067210916,0.6146998067210916,2026-05-21T21:10:00+00:00,btc-updown-5m-1779397800,7.42,WIN,DOWN,2026-05-21T21:20:12.068126+00:00,s_third
4456,2026-05-21T21:23:51.761957+00:00,YES,0.7,100.0,141.75,547.0,BUY YES,21.89,0.6733166183443673,0.6733166183443673,2026-05-21T21:20:00+00:00,btc-updown-5m-1779398400,41.75,WIN,UP,2026-05-21T21:29:55.988030+00:00,s_third
4458,2026-05-21T21:33:00.098188+00:00,NO,0.91,100.0,109.72,824.0,BUY NO,-42.8,0.7973983872477897,0.7973983872477897,2026-05-21T21:30:00+00:00,btc-updown-5m-1779399000,9.72,WIN,DOWN,2026-05-21T21:40:43.637135+00:00,s_third
4460,2026-05-21T21:43:00.434642+00:00,NO,0.95,100.0,105.21,1337.0,BUY NO,-44.45,0.7882981698303491,0.7882981698303491,2026-05-21T21:40:00+00:00,btc-updown-5m-1779399600,5.21,WIN,DOWN,2026-05-21T21:46:47.104717+00:00,s_third
4462,2026-05-21T21:48:00.505950+00:00,NO,0.84,100.0,118.6,368.0,BUY NO,-22.35,0.6564894109287103,0.6564894109287103,2026-05-21T21:45:00+00:00,btc-updown-5m-1779399900,18.6,WIN,DOWN,2026-05-21T21:53:52.340741+00:00,s_third
4463,2026-05-21T22:03:12.537804+00:00,YES,0.68,100.0,145.88,19.0,BUY YES,20.23,0.6096702329744305,0.6096702329744305,2026-05-21T22:00:00+00:00,btc-updown-5m-1779400800,45.88,WIN,UP,2026-05-21T22:10:37.952697+00:00,s_third
4465,2026-05-21T22:13:00.543375+00:00,NO,0.94,100.0,106.3,574.0,BUY NO,-37.61,0.664935926653534,0.664935926653534,2026-05-21T22:10:00+00:00,btc-updown-5m-1779401400,6.3,WIN,DOWN,2026-05-21T22:21:45.731511+00:00,s_third
4467,2026-05-21T22:18:00.146026+00:00,NO,0.94,100.0,106.3,503.0,BUY NO,-42.96,0.6862795324122499,0.6862795324122499,2026-05-21T22:15:00+00:00,btc-updown-5m-1779401700,6.3,WIN,DOWN,2026-05-21T22:22:05.971988+00:00,s_third
4468,2026-05-21T22:28:59.180818+00:00,YES,0.85,100.0,117.24,284.0,BUY YES,28.31,0.7355491847599975,0.7355491847599975,2026-05-21T22:25:00+00:00,btc-updown-5m-1779402300,17.24,WIN,UP,2026-05-21T22:32:28.799290+00:00,s_third
4470,2026-05-21T22:34:08.764524+00:00,NO,0.86,100.0,115.92,10.0,BUY NO,-24.18,0.7848421632891542,0.7848421632891542,2026-05-21T22:30:00+00:00,btc-updown-5m-1779402600,15.92,WIN,DOWN,2026-05-21T22:37:31.678171+00:00,s_third
4472,2026-05-21T22:38:00.496706+00:00,NO,0.72,100.0,137.87,354.0,BUY NO,-30.38,0.6454855689639006,0.6454855689639006,2026-05-21T22:35:00+00:00,btc-updown-5m-1779402900,37.87,WIN,DOWN,2026-05-21T22:42:56.307802+00:00,s_third
4474,2026-05-21T22:53:00.563925+00:00,NO,0.86,100.0,115.92,421.0,BUY NO,-27.96,0.6344074800732811,0.6344074800732811,2026-05-21T22:50:00+00:00,btc-updown-5m-1779403800,15.92,WIN,DOWN,2026-05-21T22:58:22.528982+00:00,s_third
4475,2026-05-21T23:03:38.680047+00:00,YES,0.67,100.0,148.03,29.0,BUY YES,33.23,0.7255711855721387,0.7255711855721387,2026-05-21T23:00:00+00:00,btc-updown-5m-1779404400,48.03,WIN,UP,2026-05-21T23:10:08.884825+00:00,s_third
4476,2026-05-21T23:18:00.499791+00:00,YES,0.93,100.0,107.42,297.0,BUY YES,44.41,0.6294258778442953,0.6294258778442953,2026-05-21T23:15:00+00:00,btc-updown-5m-1779405300,7.42,WIN,UP,2026-05-21T23:25:13.943147+00:00,s_third
4478,2026-05-21T23:23:27.108671+00:00,NO,0.9,100.0,110.91,574.0,BUY NO,-26.52,0.6001893901019211,0.6001893901019211,2026-05-21T23:20:00+00:00,btc-updown-5m-1779405600,10.91,WIN,DOWN,2026-05-21T23:27:35.757316+00:00,s_third
4479,2026-05-21T23:28:08.547282+00:00,YES,0.93,100.0,107.42,592.0,BUY YES,39.85,0.6246257406865274,0.6246257406865274,2026-05-21T23:25:00+00:00,btc-updown-5m-1779405900,7.42,WIN,UP,2026-05-21T23:33:58.487627+00:00,s_third
4480,2026-05-21T23:53:00.583673+00:00,YES,0.71,100.0,139.79,568.0,BUY YES,24.94,0.6408618748298958,0.6408618748298958,2026-05-21T23:50:00+00:00,btc-updown-5m-1779407400,-100.0,LOSS,DOWN,2026-05-21T23:58:26.718535+00:00,s_third
4482,2026-05-22T00:03:00.786145+00:00,NO,0.79,100.0,125.89,395.0,BUY NO,-51.58,0.6654137308608266,0.6654137308608266,2026-05-22T00:00:00+00:00,btc-updown-5m-1779408000,25.89,WIN,DOWN,2026-05-22T00:09:53.280546+00:00,s_third
4483,2026-05-22T00:18:00.881899+00:00,YES,0.89,100.0,112.12,159.0,BUY YES,52.86,0.6695595448563607,0.6695595448563607,2026-05-22T00:15:00+00:00,btc-updown-5m-1779408900,12.12,WIN,UP,2026-05-22T00:23:56.676153+00:00,s_third
4484,2026-05-22T00:23:46.743744+00:00,YES,0.62,100.0,159.9,15.0,BUY YES,21.86,0.6159963203313769,0.6159963203313769,2026-05-22T00:20:00+00:00,btc-updown-5m-1779409200,59.9,WIN,UP,2026-05-22T00:43:58.665663+00:00,s_third
4486,2026-05-22T00:28:23.264257+00:00,NO,0.79,100.0,125.89,170.0,BUY NO,-24.37,0.6013045735981505,0.6013045735981505,2026-05-22T00:25:00+00:00,btc-updown-5m-1779409500,25.89,WIN,DOWN,2026-05-22T00:34:07.702542+00:00,s_third
4487,2026-05-22T00:33:41.801220+00:00,YES,0.93,100.0,107.42,620.0,BUY YES,40.31,0.7002863402820144,0.7002863402820144,2026-05-22T00:30:00+00:00,btc-updown-5m-1779409800,7.42,WIN,UP,2026-05-22T00:39:13.564757+00:00,s_third
4489,2026-05-22T00:38:42.752691+00:00,NO,0.78,100.0,127.47,239.0,BUY NO,-40.68,0.7042998689141807,0.7042998689141807,2026-05-22T00:35:00+00:00,btc-updown-5m-1779410100,27.47,WIN,DOWN,2026-05-22T00:43:18.160332+00:00,s_third
4491,2026-05-22T00:48:38.188374+00:00,NO,0.61,100.0,162.52,56.0,BUY NO,-31.67,0.6535229498735261,0.6535229498735261,2026-05-22T00:45:00+00:00,btc-updown-5m-1779410700,62.52,WIN,DOWN,2026-05-22T00:53:44.531595+00:00,s_third
4493,2026-05-22T00:53:26.438409+00:00,NO,0.86,100.0,115.92,107.0,BUY NO,-24.88,0.6133023547235049,0.6133023547235049,2026-05-22T00:50:00+00:00,btc-updown-5m-1779411000,15.92,WIN,DOWN,2026-05-22T00:58:48.332460+00:00,s_third
4495,2026-05-22T00:59:19.773524+00:00,NO,0.9,100.0,110.91,146.0,BUY NO,-24.83,0.7482011294107875,0.7482011294107875,2026-05-22T00:55:00+00:00,btc-updown-5m-1779411300,10.91,WIN,DOWN,2026-05-22T01:17:09.481970+00:00,s_third
4497,2026-05-22T01:04:43.393142+00:00,NO,0.95,100.0,105.21,333.0,BUY NO,-25.45,0.9516881880103438,0.9516881880103438,2026-05-22T01:00:00+00:00,btc-updown-5m-1779411600,5.21,WIN,DOWN,2026-05-22T01:09:20.585854+00:00,s_third
4498,2026-05-22T01:08:01.110298+00:00,YES,0.86,100.0,115.92,448.0,BUY YES,34.75,0.6242665167975209,0.6242665167975209,2026-05-22T01:05:00+00:00,btc-updown-5m-1779411900,15.92,WIN,UP,2026-05-22T01:16:08.604921+00:00,s_third
4499,2026-05-22T01:13:07.803013+00:00,YES,0.92,100.0,108.56,138.0,BUY YES,26.35,0.6171015851294666,0.6171015851294666,2026-05-22T01:10:00+00:00,btc-updown-5m-1779412200,8.56,WIN,UP,2026-05-22T01:18:50.960334+00:00,s_third
4501,2026-05-22T01:19:54.001696+00:00,NO,0.8,100.0,124.36,127.0,BUY NO,-39.52,1.0,1.0,2026-05-22T01:15:00+00:00,btc-updown-5m-1779412500,-100.0,LOSS,UP,2026-05-22T01:24:15.033543+00:00,s_third
4503,2026-05-22T01:23:00.743957+00:00,NO,0.95,100.0,105.21,511.0,BUY NO,-67.89,0.6741546170038282,0.6741546170038282,2026-05-22T01:20:00+00:00,btc-updown-5m-1779412800,5.21,WIN,DOWN,2026-05-22T01:29:00.316816+00:00,s_third
4505,2026-05-22T01:33:14.690308+00:00,NO,0.8,100.0,124.36,9.0,BUY NO,-39.42,0.6167582260106611,0.6167582260106611,2026-05-22T01:30:00+00:00,btc-updown-5m-1779413400,24.36,WIN,DOWN,2026-05-22T01:40:07.415603+00:00,s_third
4506,2026-05-22T01:38:54.415207+00:00,YES,0.87,100.0,114.62,534.0,BUY YES,21.14,0.6009180707321001,0.6009180707321001,2026-05-22T01:35:00+00:00,btc-updown-5m-1779413700,14.62,WIN,UP,2026-05-22T01:45:52.623454+00:00,s_third
4507,2026-05-22T01:43:04.465316+00:00,YES,0.95,100.0,105.21,601.0,BUY YES,42.24,0.614046214120256,0.614046214120256,2026-05-22T01:40:00+00:00,btc-updown-5m-1779414000,5.21,WIN,UP,2026-05-22T01:50:55.808157+00:00,s_third
4509,2026-05-22T01:53:01.070379+00:00,NO,0.84,100.0,118.6,319.0,BUY NO,-30.6,0.6093078946871785,0.6093078946871785,2026-05-22T01:50:00+00:00,btc-updown-5m-1779414600,18.6,WIN,DOWN,2026-05-22T02:00:44.588188+00:00,s_third
4511,2026-05-22T01:58:00.833313+00:00,NO,0.85,100.0,117.24,435.0,BUY NO,-28.96,0.6034290794935921,0.6034290794935921,2026-05-22T01:55:00+00:00,btc-updown-5m-1779414900,-100.0,LOSS,UP,2026-05-22T02:05:49.374353+00:00,s_third
